video_id,duration,commentCount,dislikeCount,favoriteCount,likeCount,viewCount,timestamp
p8XP7A7kvzM,524,25408,18676,0,512622,40796754,2019-04-06 11:59:00.798118
pOEzjT-SED0,218,34041,38746,0,242664,19224884,2019-04-06 11:59:01.960727
p9wE8dyzEJE,135,9916,2614,0,74779,16907387,2019-04-06 11:59:03.320774
duRDizP0gHQ,1330,7746,1219,0,66583,2487101,2019-04-06 11:59:04.552068
0O2IAz1E9Ts,657,2826,3180,0,71077,4230806,2019-04-06 11:59:06.101174
TyHvyGVs42U,211,340181,628438,0,7916621,1814658621,2019-04-06 11:59:07.250040
16W7c0mb-rE,451,11667,1907,0,186044,4430871,2019-04-06 11:59:08.955623
nRafaCcfrcI,448,30988,8341,0,715888,15394641,2019-04-06 11:59:10.369694
t1shnJT8NCY,394,1450,2811,0,9448,959015,2019-04-06 11:59:11.728751
ixxR3ZoqnF0,60,93424,8738,0,1214993,12692689,2019-04-06 11:59:12.996508
lJFqvRwOiis,479,13049,11967,0,56700,2261680,2019-04-06 11:59:14.309935
9PhM-zCmTFs,146,950,519,0,33382,1714338,2019-04-06 11:59:15.839931
vKbyfdJXoDg,569,3071,1396,0,34236,2742603,2019-04-06 11:59:17.105263
Lxet1zLBTM8,446,7506,2160,0,85610,3889859,2019-04-06 11:59:18.587963
TWpt-ze_cYU,197,70821,1060,0,91151,3229170,2019-04-06 11:59:20.071973
Nz0qoOgyWSQ,0,0,0,0,0,0,2019-04-06 11:59:21.480627
l3xmc0pzzJI,693,6952,1558,0,111881,3417398,2019-04-06 11:59:22.620685
eDelIZDzmwQ,264,597,653,0,11368,1268636,2019-04-06 11:59:23.857967
t1Liix4gi7k,307,2155,2023,0,51206,4555577,2019-04-06 11:59:25.074007
DhwwTxTh5To,408,3219,2438,0,19358,862284,2019-04-06 11:59:26.703440
mZpGOQ7tBKE,439,750,590,0,9107,630566,2019-04-06 11:59:27.919854
CziCidR4KcY,242,7266,2445,0,49073,2701905,2019-04-06 11:59:29.127481
FHl0nIdbiLA,280,4133,4792,0,37979,1968622,2019-04-06 11:59:30.585182
MMGrzOu1amQ,957,23019,2069,0,159897,6074383,2019-04-06 11:59:31.690035
8KT1UCsOE74,773,13115,2707,0,42720,1562895,2019-04-06 11:59:33.001917
U5sCjnezw4o,347,287,97,0,825,146847,2019-04-06 11:59:34.241249
mjBIsBPG1N8,400,404,218,0,11647,423976,2019-04-06 11:59:35.817596
oMupq6zB1Tc,191,4544,1839,0,11710,1539844,2019-04-06 11:59:37.302408
Y2-JjnW3w2g,2591,655,139,0,1674,65214,2019-04-06 11:59:38.783904
PHWAZNkqwN4,306,2662,1683,0,32873,1884986,2019-04-06 11:59:40.363909
UuCq8mtK8J4,238,21050,28612,0,1063984,129433975,2019-04-06 11:59:41.756244
5UL5wZJPLEg,89,363,412,0,10545,1225433,2019-04-06 11:59:43.486245
9pbCuFxRuqs,573,4476,1866,0,34868,1323355,2019-04-06 11:59:45.031521
hXcoq5XDwyA,654,654,166,0,7351,157135,2019-04-06 11:59:46.575118
i9EyFghIt5o,553,959,446,0,6595,192932,2019-04-06 11:59:47.965886
PGWBA_OzCE4,2724,386,101,0,2209,73939,2019-04-06 11:59:49.279732
uN9zBcweN4M,178,557,73,0,1548,254491,2019-04-06 11:59:50.626294
Mmkf4zYlW4E,629,441,112,0,6970,183638,2019-04-06 11:59:51.864462
L9eFkmjIIWA,249,410,100,0,7493,223595,2019-04-06 11:59:53.113194
YjBB89qsupM,173,1352,1741,0,61534,3418902,2019-04-06 11:59:54.612860
UC34HrZhfPM,211,192,14,0,487,42746,2019-04-06 11:59:56.066298
IKuKZIISPE0,131,243,23,0,5641,354485,2019-04-06 11:59:57.597889
svZScJMh4Pg,112,3099,1119,0,56030,1927391,2019-04-06 11:59:59.084180
KOUxLhYVgGw,55,24,12,0,287,16694,2019-04-06 12:00:00.238697
9WT7NU3Rwr0,209,29,5,0,91,15207,2019-04-06 12:00:01.400269
Qj7DVNDb7To,601,7210,108,0,9209,278746,2019-04-06 12:00:02.533221
6j-s9E3dRQ0,144,4680,5959,0,212182,13163370,2019-04-06 12:00:03.877815
dnA3Cd5xG5A,313,1728,696,0,26706,1645947,2019-04-06 12:00:05.082658
LduRwIc7eBA,212,256,58,0,4335,136996,2019-04-06 12:00:06.273546
VSVXhc5LlII,612,4420,2754,0,16830,2158608,2019-04-06 12:00:07.483649
rRsstfoKQeo,30,21,41,0,574,416135,2019-04-06 12:00:09.113972
DVAMKnfrQBk,386,796,369,0,5527,1222276,2019-04-06 12:00:10.662658
x-uBFJLY8Ow,344,19,7,0,268,8705,2019-04-06 12:00:11.803917
qrPPj3e2M-M,266,541,133,0,5773,154469,2019-04-06 12:00:13.070142
QiIlcKiREUU,378,215,51,0,922,201972,2019-04-06 12:00:14.389330
eOQpjvnm4ME,669,3664,2528,0,24130,2566718,2019-04-06 12:00:15.967084
w8vsuOXZBXc,236,15235,6095,0,252293,12270780,2019-04-06 12:00:17.340827
5HOijUtExiM,337,2637,2380,0,30018,1064382,2019-04-06 12:00:18.759436
asu37n6sEBY,196,621,1242,0,19659,2841277,2019-04-06 12:00:20.275583
ZpS-w6BxN-U,511,362,232,0,4458,827804,2019-04-06 12:00:21.493171
Qf1xyI_iKWA,381,1270,387,0,11101,228720,2019-04-06 12:00:22.618824
6uJf2IT2Zh8,230,118857,47781,0,1578373,131916232,2019-04-06 12:00:24.148802
i9GSF3ROa58,176,16984,7333,0,207630,12248525,2019-04-06 12:00:25.650100
BQ_0QLL2gqI,183,14235,13390,0,678411,68412593,2019-04-06 12:00:27.027177
qS6LoRYUdhw,258,6969,1671,0,94551,3494062,2019-04-06 12:00:28.495568
mNhxFzR25Rs,222,1946,327,0,44571,1592385,2019-04-06 12:00:30.058617
djlaHJCXT4o,13,19,124,0,255,57594,2019-04-06 12:00:31.250242
8-u5nd2GqNE,312,17424,3861,0,106502,5655113,2019-04-06 12:00:32.408093
88kkrRv1UgI,363,2291,993,0,17889,535263,2019-04-06 12:00:34.066801
kz3MEd1Jr0Q,206,6622,3569,0,178921,12116963,2019-04-06 12:00:35.324869
By6Mi7VlqcU,60,1271,1559,0,2730,314825,2019-04-06 12:00:36.740946
dcipHnWcB0w,65,691,617,0,10514,1468867,2019-04-06 12:00:38.059460
6GT7PrIIS5I,190,539,827,0,7188,441121,2019-04-06 12:00:39.674040
2r_nGjgqPE0,202,1595,683,0,56053,1882726,2019-04-06 12:00:41.165563
VNqrILFD5h0,97,143,222,0,693,169427,2019-04-06 12:00:42.441280
Pubtjn5QIjg,413,131,887,0,5011,420680,2019-04-06 12:00:43.998726
gk05IMU2RrU,587,717,418,0,12171,307934,2019-04-06 12:00:45.590233
S_5TyDFx6kc,572,462,125,0,16883,334165,2019-04-06 12:00:46.817290
pvg2cw5oshg,199,321,413,0,8309,884881,2019-04-06 12:00:47.983373
mHaJ8xsWD3s,550,1230,478,0,11722,686405,2019-04-06 12:00:49.169734
cDDF4pPwEUU,270,139,6,0,621,51470,2019-04-06 12:00:50.371110
FKA-Jy6nuE0,357,76,131,0,3009,229283,2019-04-06 12:00:51.910152
pQXwQVaQmGk,212,197,34,0,2223,186208,2019-04-06 12:00:53.209853
KhxqJzr6FAE,93,565,47,0,7923,105693,2019-04-06 12:00:54.740351
tG4Fbj1B1bY,121,743,735,0,14673,2108660,2019-04-06 12:00:56.146670
TsYGNNPQ3ZU,175,1587,285,0,21947,506443,2019-04-06 12:00:57.646329
GIn4CeZq7Nw,120,177,144,0,1760,137255,2019-04-06 12:00:59.507810
szs2GAYwMHo,61,203,197,0,6807,1113787,2019-04-06 12:01:00.701433
AJkOHavUH_A,268,4139,6325,0,6686,149440,2019-04-06 12:01:01.811803
kOCkne-Bku4,217,9615,8287,0,616116,70926301,2019-04-06 12:01:03.017833
OlJykKOuank,477,126,44,0,5266,133637,2019-04-06 12:01:04.521386
K6xwB8Kkce0,178,9911,1667,0,281190,5538762,2019-04-06 12:01:05.902612
AJ2xkh-6tL4,1142,292,95,0,406,45588,2019-04-06 12:01:07.108377
Gnxv9OH-giQ,965,2173,378,0,33953,971630,2019-04-06 12:01:08.458467
qqs3fxfmWr4,184,1190,754,0,22214,2855973,2019-04-06 12:01:09.939881
77McSTzTgg8,1734,0,232,0,294,45250,2019-04-06 12:01:11.364300
W8vXDp7NuFs,135,1916,881,0,49544,2149316,2019-04-06 12:01:12.488283
C_SJgw5MVFY,206,263,81,0,2880,87991,2019-04-06 12:01:13.678495
P7zi6oQ4fPQ,77,0,2,0,16,3306,2019-04-06 12:01:14.838290
7xhxjcejONk,113,2,1,0,19,45699,2019-04-06 12:01:16.101766
J7wMOb0WIfQ,31,0,0,0,7,13557,2019-04-06 12:01:17.539600
QJfL0a3qEKw,287,206,19,0,1651,24227,2019-04-06 12:01:18.969564
ZJDMWVZta3M,53,42987,35960,0,523494,88042824,2019-04-06 12:01:20.151429
cH4E_t3m3xM,213,115251,74887,0,2844895,276055060,2019-04-06 12:01:21.437810
60nDlMw5vFQ,273,3362,1258,0,24123,1359975,2019-04-06 12:01:22.656372
LDVXOo_HXKU,248,3045,2929,0,64768,5331957,2019-04-06 12:01:24.161425
_wS7seijyks,635,3278,966,0,32171,1807690,2019-04-06 12:01:25.823285
jGyUVyp9w9g,296,909,495,0,14357,1171438,2019-04-06 12:01:27.297215
tr7I4vokl78,286,903,511,0,7256,1050323,2019-04-06 12:01:28.602638
B4mK5OElAFQ,1427,7234,661,0,30402,719998,2019-04-06 12:01:29.896172
Y1n8F4uClUU,745,4834,2432,0,40413,6829305,2019-04-06 12:01:31.175970
ctx4YBEdOxo,538,14514,4947,0,122394,5087433,2019-04-06 12:01:32.435268
dpeDxEb9yeg,190,1440,821,0,35332,1778056,2019-04-06 12:01:33.942959
D818vkK10UQ,505,509,557,0,14894,549513,2019-04-06 12:01:35.115623
FZiCWBplZ90,512,2895,677,0,39294,593778,2019-04-06 12:01:36.298518
nfbwPTsowEA,67,4039,2000,0,67779,1470287,2019-04-06 12:01:37.606625
JLOFZoBJnd8,840,1403,452,0,42541,1117605,2019-04-06 12:01:38.885952
wJh-jurxmGQ,242,0,236,0,2625,668438,2019-04-06 12:01:40.268225
MGanJGGVSrw,208,4010,2852,0,119748,9361255,2019-04-06 12:01:41.741008
UB1cGaIW81I,234,104,46,0,1808,154022,2019-04-06 12:01:42.980131
iASe_veKR74,210,754,461,0,20252,977626,2019-04-06 12:01:44.486838
KGziD2V8Ppw,345,2597,1341,0,48413,1647859,2019-04-06 12:01:45.989488
IeTTfquV0iE,161,140,56,0,3068,116103,2019-04-06 12:01:47.418328
QaASZecxQww,0,0,0,0,0,0,2019-04-06 12:01:48.871538
FvoPOdop0hA,0,0,0,0,0,0,2019-04-06 12:01:50.018027
g3VgrgV3kFk,68,1,2,0,5,1474,2019-04-06 12:01:51.347917
p7KHGUwqF24,0,0,0,0,0,0,2019-04-06 12:01:52.837715
fdpYWltgYMk,229,44,4,0,718,18089,2019-04-06 12:01:54.297767
aHsfKnrNCG4,24,6,3,0,61,10460,2019-04-06 12:01:55.838699
CvpwGru3s7s,0,0,0,0,0,0,2019-04-06 12:01:57.257566
rO_mAQC9bv0,30,10,2,0,44,17747,2019-04-06 12:01:58.728654
aujUl3yt6nM,68,34,2,0,146,28102,2019-04-06 12:01:59.965378
xhBMUFDdiok,182,84,112,0,2149,137212,2019-04-06 12:02:01.119531
oddXT5uaRb8,233,14185,3338,0,302955,5074835,2019-04-06 12:02:02.340000
D-DYWvnrFs8,117,568,73,0,7101,405505,2019-04-06 12:02:04.030244
AZQvPibYXRo,508,1564,327,0,5130,929612,2019-04-06 12:02:05.537933
UhZ56rcWwRQ,145,11362,10725,0,55476,9215942,2019-04-06 12:02:07.017734
ai_UWoM37dI,529,110031,9820,0,402977,8422234,2019-04-06 12:02:08.315667
LymuZ8abvmc,419,2451,2571,0,18918,2970095,2019-04-06 12:02:09.840468
8mCcM-PUmLM,880,11871,1755,0,152313,3867213,2019-04-06 12:02:11.183051
8sAApdJdG3A,439,1387,306,0,4252,658319,2019-04-06 12:02:12.327389
0s6-iFoCFNQ,298,7259,1919,0,66711,8518083,2019-04-06 12:02:13.895947
aKPz583WRpQ,0,0,0,0,0,0,2019-04-06 12:02:14.990278
n6xzsLDzyBk,0,0,0,0,0,0,2019-04-06 12:02:16.319277
pVypbknP4A8,8427,1743,1031,0,12067,1088103,2019-04-06 12:02:17.431853
WXlr35jV3cw,0,0,0,0,0,0,2019-04-06 12:02:18.642381
XY5OYFc1tzU,99,1759,1406,0,17951,618770,2019-04-06 12:02:19.829932
PliRMGvytnA,965,12397,1868,0,145733,5488125,2019-04-06 12:02:20.980985
A6-P1-xxF9Y,0,0,0,0,0,0,2019-04-06 12:02:22.261395
xnBtEib-H9E,411,654,397,0,5061,490832,2019-04-06 12:02:23.766438
hLgIghY-FGc,1012,17309,4839,0,134573,6880758,2019-04-06 12:02:25.111036
9Tb3xPmr3yg,145,557,62,0,607,95222,2019-04-06 12:02:26.485826
NNywashg_mw,51,111,48,0,216,45031,2019-04-06 12:02:27.610481
5n9xafjynJA,551,5748,1042,0,38680,2579527,2019-04-06 12:02:29.113642
UrSxvUc5R6Q,2279,1034,205,0,2320,85194,2019-04-06 12:02:30.465236
wc4v9uT6GWc,39,93,28,0,174,26872,2019-04-06 12:02:31.582852
Q11GPMvTxQE,686,508,81,0,668,115603,2019-04-06 12:02:32.855633
ssVrzoCgr_w,553,2046,841,0,17444,1965763,2019-04-06 12:02:34.364259
wuEKwkTqdw4,116,571,356,0,268,26708,2019-04-06 12:02:35.916044
n47bRyBKjsw,436,199,72,0,2292,131010,2019-04-06 12:02:37.125061
r15_6z9xryo,437,14534,17035,0,200090,29002412,2019-04-06 12:02:38.712099
fQvGSkTYJSE,466,3943,968,0,12610,1462033,2019-04-06 12:02:40.056724
eKwAib6LosM,283,1889,2485,0,69515,8417181,2019-04-06 12:02:41.617980
KkhR9z6pAMs,62,4,2,0,17,7998,2019-04-06 12:02:42.898606
NSgMcs1KdTI,201,150,149,0,5987,289467,2019-04-06 12:02:44.336098
5PB2YzNddI8,205,1907,1135,0,54157,2515252,2019-04-06 12:02:45.528120
YbHdBoHMxK4,203,598,1152,0,88224,6480270,2019-04-06 12:02:47.058177
aHKzU_rXdw8,185,1272,512,0,40039,1733005,2019-04-06 12:02:48.509917
WbYqfpnw7sE,172,2,0,0,13,4939,2019-04-06 12:02:49.678807
rutlOmdgqgI,226,52,55,0,828,195608,2019-04-06 12:02:51.107785
nUv22OHdjQU,0,0,0,0,0,0,2019-04-06 12:02:52.467717
fEjag-a7TyU,0,0,0,0,0,0,2019-04-06 12:02:54.129616
3k6RD9zVvpE,255,25931,4526,0,500262,18103968,2019-04-06 12:02:55.570499
-El8z4uy5Ac,469,2872,1590,0,24062,1257065,2019-04-06 12:02:57.008543
w2Es7-c9GAk,66,1966,2748,0,11088,2411648,2019-04-06 12:02:58.335545
B-PVT_rclnM,173,1626,1185,0,41901,1144805,2019-04-06 12:02:59.928889
6LuHS7ZeSjE,317,3291,2312,0,81500,5826137,2019-04-06 12:03:01.185819
R8hccXRk3MI,264,1030,1589,0,10809,756165,2019-04-06 12:03:02.486005
wx-M8sxcOp8,511,4910,880,0,11895,1875997,2019-04-06 12:03:03.912544
jH2t4Tcl3Pg,0,0,0,0,0,0,2019-04-06 12:03:05.255018
3oXhLdeuxDw,47,1917,387,0,12483,1356181,2019-04-06 12:03:06.532906
aVpvVq_yZLM,466,1156,858,0,703,178871,2019-04-06 12:03:07.756968
luZEZgZNFAg,247,857,517,0,17640,834305,2019-04-06 12:03:08.938149
zOgle88sKro,150,1223,235,0,27737,859133,2019-04-06 12:03:10.483687
YkLzdHTv3G0,144,1712,1008,0,40360,931685,2019-04-06 12:03:11.702227
FZ_jNGKCIWs,312,2665,973,0,12205,550207,2019-04-06 12:03:12.923913
G_UHknhNbAQ,576,4328,1162,0,29820,1633424,2019-04-06 12:03:14.475493
iBy6XRHPODQ,210,2095,312,0,33215,2398657,2019-04-06 12:03:15.819071
dLRZTBtdMUg,261,161,135,0,3815,243692,2019-04-06 12:03:17.008472
vNya04dlC4I,114,215,293,0,215,79201,2019-04-06 12:03:18.443902
ZkPSbp3zTfo,201,9786,5280,0,117052,6423037,2019-04-06 12:03:20.020466
euaGS3tPRBw,326,3171,2425,0,40769,3202793,2019-04-06 12:03:21.402953
X_tYrnv_o6A,381,6259,454,0,50593,1081374,2019-04-06 12:03:22.872555
FaJmopuuhZE,212,702,374,0,9627,846909,2019-04-06 12:03:24.247233
iatq3Rn4vsg,390,2869,478,0,35202,1781931,2019-04-06 12:03:25.745988
TIQqb80eg24,200,12044,3744,0,211482,6524295,2019-04-06 12:03:27.339247
f45Va7jMSx4,134,429,274,0,13094,460537,2019-04-06 12:03:28.886826
qv9Gt38LOKQ,304,2708,953,0,32771,1295342,2019-04-06 12:03:30.245881
r4a5ZzHclCs,300,311,73,0,5182,131331,2019-04-06 12:03:31.697722
Kn5UgGQukYQ,198,0,0,0,0,44558,2019-04-06 12:03:33.009901
uLHygq6Mm-0,61,205,59,0,1140,122821,2019-04-06 12:03:34.665453
aD5dCMBeySA,294,307,94,0,2313,242184,2019-04-06 12:03:36.137571
U44YLdW9AL4,842,2048,460,0,15987,529842,2019-04-06 12:03:37.692346
cyhU06cXfeU,311,19100,1207,0,110203,2797015,2019-04-06 12:03:39.185217
Djxjmq9pvrM,810,377,245,0,5023,219637,2019-04-06 12:03:40.593977
KQkkgD2p3Ow,266,1468,1313,0,14113,1973918,2019-04-06 12:03:41.717861
caN18WcW5XU,191,116,42,0,1624,142663,2019-04-06 12:03:43.274559
j7I-d1B6HwE,163,80,131,0,374,152765,2019-04-06 12:03:44.714778
VMRIc4ayRlM,2614,3058,568,0,3618,149796,2019-04-06 12:03:46.105973
6SjslBAJkJI,231,1258,818,0,29580,2968686,2019-04-06 12:03:47.427647
WeOwqu6gOPs,331,421,138,0,20685,593635,2019-04-06 12:03:48.843138
F86S9Uc4mP4,130,5971,1305,0,15031,1831474,2019-04-06 12:03:50.047934
ZvdTNDMru78,131,196,258,0,2351,305295,2019-04-06 12:03:51.304935
Q1EgRiVdT5w,212,350,283,0,9045,250202,2019-04-06 12:03:52.620025
nenhv6uTdmw,562,467,325,0,4623,347092,2019-04-06 12:03:53.796071
c8DogLWrs90,166,188,63,0,2075,87177,2019-04-06 12:03:55.078022
jPkRGHivRD8,519,609,224,0,4512,134255,2019-04-06 12:03:56.530849
wPib0uRFmC0,209,404,45,0,6692,172298,2019-04-06 12:03:57.655602
b6fepBtNgVM,178,11042,2789,0,291165,9764961,2019-04-06 12:03:59.123955
A_mlvG_nRsg,0,0,0,0,0,0,2019-04-06 12:04:00.999054
k_YtadXMmD4,18,35,18,0,683,375198,2019-04-06 12:04:02.325897
3jtjkXSvuJw,142,1419,66,0,14466,368548,2019-04-06 12:04:03.903653
D-dwmYeLLng,235,4907,3811,0,135116,5887582,2019-04-06 12:04:05.428539
P1-UTlnjeVg,855,796,435,0,10096,548438,2019-04-06 12:04:06.844045
JYnNlHQzYTY,517,1437,484,0,18222,822156,2019-04-06 12:04:08.170630
p3MjsrMNCbU,538,5542,1655,0,83040,4731271,2019-04-06 12:04:09.412083
yc2m1LLa9l4,0,0,0,0,0,0,2019-04-06 12:04:10.788001
_EvMYEfF_hQ,431,44287,12476,0,683588,25757548,2019-04-06 12:04:12.036805
EBt_88nxG4c,298,47297,53530,0,990990,118805070,2019-04-06 12:04:13.336846
G4BxOhJOmUw,444,4444,1282,0,59181,3449839,2019-04-06 12:04:14.993593
-SIp6xSP7ds,199,1356,1289,0,2721,607284,2019-04-06 12:04:16.541043
0Rt329xQUjM,829,2669,599,0,48394,2607280,2019-04-06 12:04:18.010333
OU9IwxU7N78,356,1332,995,0,22109,1641815,2019-04-06 12:04:19.122325
vkHGedqmIPc,188,1130,306,0,16343,303289,2019-04-06 12:04:20.418011
CxC161GvMPc,298,1695,634,0,40766,1173132,2019-04-06 12:04:21.636484
eZQdQ5pV6EE,682,4872,542,0,36913,841172,2019-04-06 12:04:22.854932
4L-BPQVZYXM,633,6251,1627,0,63567,2170796,2019-04-06 12:04:24.292991
6NAISxSPVSQ,159,902,1729,0,52751,4789831,2019-04-06 12:04:25.512526
G_Pu00NmJfg,582,1828,615,0,28534,1796804,2019-04-06 12:04:27.077050
0dSR-9mtuzk,164,702,294,0,18953,981806,2019-04-06 12:04:28.353367
80GNn_eIOhI,597,7247,2299,0,195750,7015282,2019-04-06 12:04:29.847100
OPaybxgucww,318,2172,2236,0,75417,5651791,2019-04-06 12:04:30.955011
uU3kLBo_ruo,669,8091,3132,0,46982,1867670,2019-04-06 12:04:32.176984
bAfn2duIlN8,910,1306,371,0,10485,373640,2019-04-06 12:04:33.739353
aZdkR_WhA5Q,407,2539,3256,0,82440,5198844,2019-04-06 12:04:35.453430
BQC09Mdn24w,669,4382,2526,0,50577,1342538,2019-04-06 12:04:36.866911
EbuCLC_wVlM,169,780,422,0,38874,1956645,2019-04-06 12:04:38.066602
lfkYyrhWphE,0,0,0,0,0,0,2019-04-06 12:04:39.316604
fbL1ZoAQgUU,196,3069,569,0,12406,2017051,2019-04-06 12:04:40.539257
VUBxPuyUD7w,155,1244,147,0,12833,906585,2019-04-06 12:04:41.633956
vSRAOvhFF1I,316,473,152,0,10540,139843,2019-04-06 12:04:42.916075
HL3wvhv9QGg,315,163,61,0,2757,306134,2019-04-06 12:04:44.377755
7Bgj9c48zHU,429,5627,162,0,29469,437556,2019-04-06 12:04:45.747394
i2ZHwnKVXK0,183,1989,1434,0,37634,3745118,2019-04-06 12:04:47.092348
A8QY1IRPGTY,171,373,71,0,673,133196,2019-04-06 12:04:48.559753
y86ymJNswlE,473,591,152,0,16931,320667,2019-04-06 12:04:50.251105
kKFNThEiilU,31,565,403,0,1499,170174,2019-04-06 12:04:51.815502
lJM8qqEy35c,609,712,94,0,941,236180,2019-04-06 12:04:53.098608
k3tWCZu42PQ,1474,108,50,0,64,11265,2019-04-06 12:04:54.661619
MVes87KrWvs,389,1247,390,0,31826,349287,2019-04-06 12:04:56.082275
ajBJamgZ2nc,177,167,71,0,2522,219354,2019-04-06 12:04:57.582612
YcCrw6d3UX4,55,36,31,0,56,6658,2019-04-06 12:04:58.942896
XHkAjUVoQME,150,509,106,0,6270,432108,2019-04-06 12:05:00.806803
Nt4tJHp27u0,669,1059,188,0,9321,159972,2019-04-06 12:05:02.088690
41kp6qN1Crg,216,81,90,0,4882,578043,2019-04-06 12:05:03.277897
7COF8AhH9Z8,126,152,51,0,220,35289,2019-04-06 12:05:04.452301
k-qUBZWor4I,274,45,8,0,19,13970,2019-04-06 12:05:05.951936
FrK2j4cPxSc,65,65,17,0,50,8109,2019-04-06 12:05:07.327438
c9m52-psUmw,113,5,15,0,69,17051,2019-04-06 12:05:08.797047
YRRczTwopgA,407,645,433,0,2863,58553,2019-04-06 12:05:10.171705
RZU5HebzuP4,30,33,31,0,755,96657,2019-04-06 12:05:11.724629
HHtfcjwHERA,411,119,162,0,2973,99280,2019-04-06 12:05:12.896235
EsBjHXCG4Us,355,3218,872,0,16592,1010116,2019-04-06 12:05:14.370379
pi0ePRY7TSc,1410,3083,17398,0,3260,511757,2019-04-06 12:05:15.708178
cHB_s970Uyw,142,17980,6294,0,160121,6891385,2019-04-06 12:05:16.828171
Z1rZAT2GtmI,272,7653,4535,0,86012,5081678,2019-04-06 12:05:18.222292
OHOkdEBpwDc,830,15672,3033,0,97171,2130127,2019-04-06 12:05:19.433945
l7VfDVVxiMM,758,4493,2823,0,22337,1789001,2019-04-06 12:05:20.937688
V3EYjVPRClU,209,22428,19141,0,373635,36388193,2019-04-06 12:05:22.148329
zYX1bgxEAhw,54,4572,1228,0,28973,1340757,2019-04-06 12:05:23.337638
I8TVdFbFMg4,630,1439,1160,0,17739,999564,2019-04-06 12:05:24.574169
VfAOl67WcLY,294,2316,2133,0,58651,3383621,2019-04-06 12:05:26.047075
mewW_pRSgEc,540,2359,1329,0,18673,1789718,2019-04-06 12:05:27.320011
89PKbJ2NAqc,218,4572,4812,0,213630,26974689,2019-04-06 12:05:28.449248
I6N-XuYllgA,300,8601,2525,0,214793,7572906,2019-04-06 12:05:29.576572
J6iyX87SBP0,373,721,1017,0,5380,433291,2019-04-06 12:05:30.972797
Up09AUDzLVI,480,2682,317,0,18741,672418,2019-04-06 12:05:32.145858
KFaMZUarksA,216,15898,4693,0,295340,13329612,2019-04-06 12:05:33.658427
2Nlo2ekTRvI,886,9432,3171,0,66847,4011107,2019-04-06 12:05:35.134246
CzmIrPvIzxk,284,8050,2314,0,75178,4572918,2019-04-06 12:05:36.525676
RP3UsFrDJfY,0,0,0,0,0,0,2019-04-06 12:05:37.712126
9efQnL-nlUg,367,1437,619,0,16478,630782,2019-04-06 12:05:38.889546
5TLANg1GC7U,895,12740,3349,0,129059,10919139,2019-04-06 12:05:40.136377
fIElFIuzGLI,906,1471,1134,0,7580,347323,2019-04-06 12:05:41.503899
taxAD2LePy8,1267,3852,650,0,52647,786598,2019-04-06 12:05:42.880970
1dQEfL2BfUM,406,828,430,0,24555,464048,2019-04-06 12:05:44.557815
CKPMAICRYuw,419,313,283,0,13309,1187236,2019-04-06 12:05:45.912260
NWQqJDGo4Z4,0,0,0,0,0,0,2019-04-06 12:05:47.380961
Lg5x-YWxpco,0,0,0,0,0,0,2019-04-06 12:05:48.502784
pDf5sHgvo0A,145,3746,2135,0,19106,1887407,2019-04-06 12:05:49.769549
mH-Sx0lEGjA,110,1280,223,0,32703,1214242,2019-04-06 12:05:50.948805
TSW9cla5bmw,465,552,106,0,5449,292460,2019-04-06 12:05:52.140015
puREqwXzyCI,160,1740,1106,0,14324,273435,2019-04-06 12:05:53.486903
LqSkYMmyUWU,33,1269,240,0,12466,764631,2019-04-06 12:05:54.711866
M6LTqtYKDtI,205,4934,3522,0,105452,8473014,2019-04-06 12:05:56.235601
3IaL0li-LWU,272,4995,913,0,4487,228312,2019-04-06 12:05:57.747065
vFK7oWLWapc,757,4322,2766,0,22618,809616,2019-04-06 12:05:58.989631
Da2crn5NXc4,1150,415,3621,0,78375,1392218,2019-04-06 12:06:00.152016
GyvRamX1VyA,583,10900,5113,0,219742,7334182,2019-04-06 12:06:01.265436
Yq4_YocuVeg,68,265,84,0,3447,320551,2019-04-06 12:06:02.395698
0PW9MWDWLH8,455,943,72,0,12452,181495,2019-04-06 12:06:03.570408
SJUhFjNfaZY,55,100,54,0,766,92539,2019-04-06 12:06:05.025105
TfHJJeiS-aI,198,147,103,0,3510,483077,2019-04-06 12:06:06.397936
leFNoUJmJ9o,896,747,42,0,5053,133052,2019-04-06 12:06:07.939704
X5DWRXTOUD0,1134,4622,2171,0,58914,1291824,2019-04-06 12:06:09.116517
Zxag9p-63RU,140,1365,1227,0,14535,4231141,2019-04-06 12:06:10.385029
FaxqVBYVOVU,5113,5149,664,0,82939,1965655,2019-04-06 12:06:11.515136
HszBf-CJeVE,100,5224,1838,0,170859,5305508,2019-04-06 12:06:12.661840
-xt_j2aIAkg,0,0,0,0,0,0,2019-04-06 12:06:13.982660
FTv-CE43PpM,2350,731,266,0,2156,116327,2019-04-06 12:06:15.551343
UQHSK-kgONk,171,811,357,0,16396,1595765,2019-04-06 12:06:16.973366
_akwfRuL4os,256,2485,269,0,10938,349594,2019-04-06 12:06:18.457021
XcUiOyKclOI,263,631,176,0,13807,818052,2019-04-06 12:06:20.037711
CWrjDoEBQsw,815,2468,432,0,28701,1018456,2019-04-06 12:06:21.413249
pmdVVDkvJXU,325,348,47,0,2696,202669,2019-04-06 12:06:22.743823
IuYFvaNHJug,0,0,0,0,0,0,2019-04-06 12:06:24.274804
