video_id,duration,commentCount,dislikeCount,favoriteCount,likeCount,viewCount,timestamp
Yhea380bYp0,146,1611,453,0,25769,746514,2019-04-06 12:06:25.625292
8HTdbCohTXY,124,481,181,0,291,26182,2019-04-06 12:06:27.031727
7cTi6PHUqMw,3329,571,88,0,1495,44134,2019-04-06 12:06:28.508526
WKcYTvyoidw,137,271,72,0,1310,64437,2019-04-06 12:06:30.058186
NYizLfEYKuY,234,1025,977,0,9383,1539427,2019-04-06 12:06:31.572265
2a52cBN9qOA,173,26,3,0,18,3867,2019-04-06 12:06:32.878435
v6d1rShfyZk,13,7,18,0,4,16996,2019-04-06 12:06:34.148689
mN4JWnTOSmg,61,162,30,0,1436,167808,2019-04-06 12:06:35.725103
t5SXnaaOJfY,109,83,119,0,301,112550,2019-04-06 12:06:37.197896
SW3X7-gk8q0,222,5076,903,0,49002,1357810,2019-04-06 12:06:38.704051
qvLyNeMGdR4,33,3,0,0,15,2662,2019-04-06 12:06:40.261926
XisRqF3ympA,477,87,19,0,591,37131,2019-04-06 12:06:41.819587
jR5k_1Jgf2Y,0,0,0,0,0,0,2019-04-06 12:06:43.402231
VjEyUUQP1s8,304,32,2,0,362,9392,2019-04-06 12:06:44.763386
5HUCAF6898w,497,8,6,0,123,14592,2019-04-06 12:06:45.986041
rovAxg5A48Q,781,13,5,0,56,8531,2019-04-06 12:06:47.283789
nkXGohB02V0,109,1585,1175,0,46014,2477778,2019-04-06 12:06:48.474190
wV7RsaTY228,760,4683,11814,0,23467,2866053,2019-04-06 12:06:49.971282
9VH4yQrU_SY,281,453,207,0,5858,1428629,2019-04-06 12:06:51.477990
1lGHZ5NMHRY,0,0,0,0,0,0,2019-04-06 12:06:52.688154
Wen6VQS6NG4,354,2976,2748,0,34185,2388974,2019-04-06 12:06:54.148436
6VoJHrdoIJw,0,0,0,0,0,0,2019-04-06 12:06:55.630411
JaNmH8A-4NM,245,1758,754,0,19707,1176825,2019-04-06 12:06:57.168059
s7wLPGmnahE,90,161,264,0,2164,416647,2019-04-06 12:06:58.544722
KIFiLnPHUoM,2125,7,9,0,83,4655,2019-04-06 12:06:59.699079
aXLS_WDIugk,66,10,9,0,189,48995,2019-04-06 12:07:01.245446
a9i2wTxsxV0,30,8,0,0,33,9356,2019-04-06 12:07:02.522442
avDL9JRcmgs,44,4,2,0,25,20242,2019-04-06 12:07:03.671213
TncLBbJ8SZo,91,63,13,0,351,16079,2019-04-06 12:07:05.273961
mqbwgqoF64Q,180,14,5,0,181,19223,2019-04-06 12:07:06.544679
LmO1y1ISuak,727,335,28,0,2360,68180,2019-04-06 12:07:07.870314
xGz_FZ0ePwE,245,7448,3989,0,21995,1843934,2019-04-06 12:07:09.511846
kTlv5_Bs8aw,274,955644,203228,0,6930709,466923767,2019-04-06 12:07:11.020316
LgmxMuW6Fsc,224,8729,8208,0,173196,15102308,2019-04-06 12:07:12.127527
RK_B4Ez4_5Q,0,0,0,0,0,0,2019-04-06 12:07:13.387242
AcoALQl7jfA,289,485,496,0,5281,558104,2019-04-06 12:07:14.753642
kn4kBibdlWA,526,1251,1431,0,16815,2503099,2019-04-06 12:07:16.018185
uUvgMnzplt4,305,12552,2774,0,243115,5702384,2019-04-06 12:07:17.492581
IumYMCllMsM,233,21411,27399,0,1024559,111344831,2019-04-06 12:07:18.619148
hGoQ44SfV-c,177,3164,1313,0,26272,1719508,2019-04-06 12:07:20.078293
UiWGp8dFr5k,118,426,357,0,4696,547016,2019-04-06 12:07:21.345420
_r9GPgvN8As,93,1194,1041,0,12799,2544125,2019-04-06 12:07:22.849602
yTyLXFAIfOI,296,726,151,0,7706,330165,2019-04-06 12:07:24.415889
PE7ZhHirBFk,226,208,31,0,1759,35709,2019-04-06 12:07:25.947525
VdugkldCx10,173,1728,1363,0,32205,3833232,2019-04-06 12:07:27.399549
9vlKOFd73XM,0,0,0,0,0,0,2019-04-06 12:07:28.977245
wFEAoF7RC7Y,361,129,8,0,649,99912,2019-04-06 12:07:30.430016
MfLcjWq6m9o,62,50,58,0,1003,77294,2019-04-06 12:07:31.632586
RO41_2cWSXA,73,402,177,0,3533,69155,2019-04-06 12:07:32.821710
QY83PJXQYXc,178,297,47,0,2678,47175,2019-04-06 12:07:34.384566
QME3eyBXqpU,165,117,62,0,7348,421326,2019-04-06 12:07:35.895851
yef_HfQoBd8,56,3136,1689,0,29001,3190668,2019-04-06 12:07:37.116464
JANApS0P4z8,278,8694,6643,0,183739,5792008,2019-04-06 12:07:38.435166
CzCfd0eaWoA,450,8547,1262,0,100308,1824900,2019-04-06 12:07:39.909516
nGv8FK28g4s,1508,1703,896,0,18240,555901,2019-04-06 12:07:41.077266
AxWxJNHoLC8,260,2485,1748,0,24923,1113928,2019-04-06 12:07:42.314690
qKh7JdoPZz4,899,13732,387,0,59453,987370,2019-04-06 12:07:43.526175
dHDn26UX4aw,81,1528,1293,0,12533,935034,2019-04-06 12:07:44.692587
gwrfwx1QcDQ,627,53583,2283,0,340811,4791351,2019-04-06 12:07:45.881532
hXzcIoq2ing,303,3154,997,0,36694,1062084,2019-04-06 12:07:47.046019
U22EEAK_VLc,286,274,186,0,6074,192305,2019-04-06 12:07:48.402059
VQdKe6_3PAU,707,1297,347,0,14005,400666,2019-04-06 12:07:49.536700
jLZuaFZWa7A,150,3919,1431,0,29542,1500825,2019-04-06 12:07:50.928082
xArN1yUcXXc,306,449,675,0,5049,785560,2019-04-06 12:07:52.090724
4sXyLTk0IAQ,0,0,0,0,0,0,2019-04-06 12:07:53.204351
aobdrJr6UaE,452,531,496,0,5000,174470,2019-04-06 12:07:54.312215
AFZZNlog8sA,191,108,150,0,5452,498010,2019-04-06 12:07:55.803071
07bTt0BTi-U,695,3969,1595,0,37773,2222264,2019-04-06 12:07:57.003557
uO_8d1t5Xh4,154,1586,438,0,56650,2964793,2019-04-06 12:07:58.460773
tj3EKWwIulQ,68,0,0,0,0,23327,2019-04-06 12:07:59.598068
Ft-cmkjgOlk,601,1189,4498,0,8929,2165624,2019-04-06 12:08:01.261857
Y8JGfi4MJ8k,135,13,2,0,161,35808,2019-04-06 12:08:02.545986
qXivpclxftM,835,35390,6686,0,345467,10663568,2019-04-06 12:08:03.763582
wppAQ8uZpfQ,206,6681,6271,0,40062,955686,2019-04-06 12:08:05.322203
515lLZS082U,166,5643,4927,0,142488,16037471,2019-04-06 12:08:06.565846
iA5u80nS1PQ,115,5703,2487,0,82785,5491075,2019-04-06 12:08:08.073330
H-kKZujl8CI,24,244,399,0,1002,535844,2019-04-06 12:08:09.199281
F1b5ouja_VI,3399,2868,700,0,60191,1666093,2019-04-06 12:08:10.414068
pmS2oJQ8SIs,32,159,245,0,442,122734,2019-04-06 12:08:11.824199
VSJ0STT8JRw,237,3196,1124,0,48265,2137225,2019-04-06 12:08:13.035399
sfweKCYOPFc,113,688,2590,0,6036,820502,2019-04-06 12:08:14.483593
NDBwsMIXlMk,0,0,0,0,0,0,2019-04-06 12:08:16.079861
Bzji05zubSc,3841,1469,464,0,5027,968441,2019-04-06 12:08:17.228737
f9psILoYmCc,179,280,1055,0,30153,1636730,2019-04-06 12:08:18.743086
_6uvQtccJss,523,49022,1452,0,83571,1739081,2019-04-06 12:08:19.871816
uPyLIBSVrMw,732,28479,821,0,171418,3380111,2019-04-06 12:08:21.320756
t4ZsyO1n-kA,122,1413,427,0,31005,2090300,2019-04-06 12:08:22.760058
dpLrlEBFq-0,336,24175,18362,0,433390,25318151,2019-04-06 12:08:24.237965
VoAzRs3sE70,169,629,694,0,15355,1273091,2019-04-06 12:08:25.743054
VUbsFtLkGN8,386,5755,2243,0,44125,1913269,2019-04-06 12:08:27.264565
5WUDfviiKRE,97,165,312,0,109,23239,2019-04-06 12:08:28.897234
PtNRJvsLHV0,170,77,152,0,2021,228535,2019-04-06 12:08:30.415335
npcqBt_e4k0,360,5858,1177,0,42831,2040447,2019-04-06 12:08:31.568350
MU29Wqg_BVo,1119,1427,343,0,24368,505933,2019-04-06 12:08:32.703455
6JvRVILczps,0,0,0,0,0,0,2019-04-06 12:08:34.160093
gO_QM9oUcM0,145,237,93,0,1435,183152,2019-04-06 12:08:35.693561
Xk_Gv89jzas,28,14,14,0,71,8236,2019-04-06 12:08:36.841633
THr_seahKUI,60,18307,25530,0,39435,3150302,2019-04-06 12:08:38.076590
uZ1M3DkKCEI,214,20830,19597,0,375995,27630980,2019-04-06 12:08:39.528483
5qxqo2CQakA,244,3811,9662,0,56347,4329840,2019-04-06 12:08:40.825967
UVaeRX9LybU,994,0,2118,0,65686,1646969,2019-04-06 12:08:41.921579
NKin_i1pcFA,1655,10369,1719,0,45776,3009566,2019-04-06 12:08:43.186974
QzfnWcHhdyQ,699,3161,1334,0,14660,2348602,2019-04-06 12:08:44.466683
UqItlHUSN-4,199,19569,9098,0,238872,20399591,2019-04-06 12:08:45.842618
f3uZxD39awA,181,1918,1977,0,3060,598931,2019-04-06 12:08:47.122607
2mrOcJNPxEc,239,870,471,0,1488,274927,2019-04-06 12:08:48.593734
GBhrvR838Ag,70,949,714,0,1243,180639,2019-04-06 12:08:50.000794
w2A8q3XIhu0,216,1134,335,0,29900,823979,2019-04-06 12:08:51.164732
2fGXDFiFBhg,504,68557,28810,0,297446,10359446,2019-04-06 12:08:52.464286
LQicq60aJaw,1226,13923,4924,0,88112,9874186,2019-04-06 12:08:54.073270
o7OwzKm8aa0,475,2143,557,0,27966,458281,2019-04-06 12:08:55.775201
sOIBkZsGb0A,347,673,423,0,7308,253552,2019-04-06 12:08:57.261179
QssLKnUk6pg,137,468,186,0,4736,294761,2019-04-06 12:08:58.874104
lOT0GOyw2pY,513,5300,3588,0,29376,1442213,2019-04-06 12:09:00.050579
d-NCySETRIc,46,815,225,0,9221,953287,2019-04-06 12:09:01.326444
m7CtnR47w20,648,2010,364,0,26682,767414,2019-04-06 12:09:02.448628
KrxDhokzEv4,318,5125,1703,0,35381,1718613,2019-04-06 12:09:03.586177
IOuFE-6Awos,262,27337,6680,0,434717,15395538,2019-04-06 12:09:05.042349
X26e3rK5SSM,254,6129,3490,0,11407,1620331,2019-04-06 12:09:06.272630
bkwLxcfcKTY,476,244,80,0,3093,72082,2019-04-06 12:09:07.647277
XAzqBDFs418,149,10904,2987,0,320579,6709548,2019-04-06 12:09:09.103443
AV5TOlGFHk0,394,3399,440,0,4254,148300,2019-04-06 12:09:10.307750
RQOgG4MLh1I,0,0,0,0,0,0,2019-04-06 12:09:11.885479
aQzai9oXb-g,970,1137,358,0,21015,683207,2019-04-06 12:09:13.172634
VKW64fQwzRc,494,596,51,0,850,115018,2019-04-06 12:09:14.424437
SCR1KeLDZxw,392,93,69,0,1044,60047,2019-04-06 12:09:15.708613
Ort8rZdpoXo,0,0,0,0,0,0,2019-04-06 12:09:17.094239
8pffcngJJq0,87,0,158,0,795,1457972,2019-04-06 12:09:18.240960
f0H4h0sfZIU,33,74,11,0,85,72248,2019-04-06 12:09:19.661394
wgiW1uFZYr8,461,2933,958,0,41428,1429498,2019-04-06 12:09:21.118796
2UPIKvHp_m8,58,0,3,0,19,4259,2019-04-06 12:09:22.389942
2nshBD9EbxE,842,7071,5761,0,173244,11615180,2019-04-06 12:09:23.615703
zbV1zyg_4qU,588,1530,261,0,7156,266608,2019-04-06 12:09:24.838378
JcC5VGOx8I8,206,6114,3860,0,356344,20462182,2019-04-06 12:09:25.995162
ir8UofAKNCM,217,1877,616,0,27755,3237053,2019-04-06 12:09:27.422470
gm5P74vcB84,550,238,104,0,3752,238875,2019-04-06 12:09:28.636512
ilaSwO2fx40,117,1647,182,0,2612,585132,2019-04-06 12:09:30.235494
qgGooEyeNNc,280,3193,514,0,74348,2053605,2019-04-06 12:09:31.382201
Wiq7z_HS5DY,39,96,79,0,1455,153973,2019-04-06 12:09:32.597903
lR-oJvKJyUY,680,10174,4635,0,83915,5186583,2019-04-06 12:09:33.871030
Dkut3XLIVrI,202,422,209,0,7485,243441,2019-04-06 12:09:35.119961
feDs1pIhTFQ,283,739,182,0,19592,807162,2019-04-06 12:09:36.281529
EJ-4nFz5hjU,457,29227,5779,0,334597,5388940,2019-04-06 12:09:37.692004
Z9cB0TjfIkM,398,6903,1604,0,91540,4382314,2019-04-06 12:09:39.170748
a8gzChJsvEo,1013,7937,4222,0,50676,2810249,2019-04-06 12:09:40.861350
ykHeGtN4m94,112,7780,5469,0,121070,6921726,2019-04-06 12:09:42.044406
YL9sNrOlK-I,143,2015,1029,0,40527,4448508,2019-04-06 12:09:43.522565
lb0Ymam2Za0,300,52348,2426,0,89044,1765646,2019-04-06 12:09:45.044750
wa9ZyarpM2U,522,3256,3017,0,115795,6808168,2019-04-06 12:09:46.222564
pJ96Z2PPKI8,0,0,0,0,0,0,2019-04-06 12:09:47.837588
ljEjBIZ2qCQ,199,1597,440,0,13722,384573,2019-04-06 12:09:49.195842
3XklsSF53pc,454,3354,1412,0,56220,3561523,2019-04-06 12:09:50.772365
LeWtF5y9-6Q,157,995,517,0,17950,809305,2019-04-06 12:09:51.913485
NqntFonA2iY,203,3732,9673,0,3647,817329,2019-04-06 12:09:53.069400
nVrkQyLS4oE,525,1774,430,0,34636,536778,2019-04-06 12:09:54.621995
jtVz0qxQM_U,186,9984,1688,0,175543,4197179,2019-04-06 12:09:56.234745
LqF3QRp3VCE,430,1199,259,0,6997,492140,2019-04-06 12:09:58.098802
d8GHT9nK66Y,183,1806,4717,0,116917,24455237,2019-04-06 12:09:59.409457
QgaYsdnOMiM,885,2484,436,0,31386,1026373,2019-04-06 12:10:00.645532
-1yT-K3c6YI,999,1665,359,0,18963,746884,2019-04-06 12:10:01.841516
exYLX9xGoyo,601,6870,428,0,43716,1485868,2019-04-06 12:10:03.078358
0WPYpeJA__U,138,77,40,0,625,142879,2019-04-06 12:10:04.190258
xe8Id7pDNOM,477,6289,511,0,28420,1146160,2019-04-06 12:10:05.672438
4FgV0yBZG6E,261,1042,515,0,22588,1316332,2019-04-06 12:10:07.095626
3MA_64gyaA0,740,2946,870,0,34386,1551785,2019-04-06 12:10:08.373714
pDi7cezk9CA,285,34174,6852,0,374467,4573875,2019-04-06 12:10:09.802246
BOQ-wZQhZZo,499,8989,1980,0,226621,8496711,2019-04-06 12:10:11.186599
JbQ4MwDdxSU,520,1159,294,0,5044,700037,2019-04-06 12:10:12.343819
UXm1xHECZu0,346,3556,478,0,58783,2094575,2019-04-06 12:10:13.663018
aliDVYH08pg,670,490,338,0,9699,512055,2019-04-06 12:10:15.292640
q9bGAAYR2MY,527,873,421,0,20415,541042,2019-04-06 12:10:16.460010
e5IRkF20JmU,575,10320,896,0,38599,829083,2019-04-06 12:10:17.983502
ngMbosIcDRo,188,764,77,0,660,45270,2019-04-06 12:10:19.108670
al0lGtRpO5M,152,1737,67,0,15216,347459,2019-04-06 12:10:20.365748
Wzvr_rtI82w,235,44131,1290,0,154962,1625156,2019-04-06 12:10:21.554924
8rWuGBPA7bE,26,457,223,0,7884,1657772,2019-04-06 12:10:22.677832
6tiphMs-dCY,289,3748,3425,0,123885,7684754,2019-04-06 12:10:24.194377
WLagbArQsuE,244,2492,1088,0,53001,2599596,2019-04-06 12:10:25.603417
4iN6uiOsCr0,388,6426,61,0,7693,179878,2019-04-06 12:10:27.037249
S2Cq_TpNXoQ,499,1170,987,0,10031,498403,2019-04-06 12:10:28.263016
Fjm81OPZbpU,324,3121,3444,0,110548,8999259,2019-04-06 12:10:29.898083
VXFQWu55vO8,752,859,774,0,4472,261549,2019-04-06 12:10:31.346578
w_b63zETbSs,122,72,110,0,654,101133,2019-04-06 12:10:32.692517
hkFYWyy9Jek,199,6261,755,0,138859,1934309,2019-04-06 12:10:34.225966
OScBxa6FpCk,202,1608,203,0,16124,941526,2019-04-06 12:10:35.663025
hYip_Vuv8J0,1070,4618,2826,0,40297,2041707,2019-04-06 12:10:37.113998
sw7RElt-SvE,141,259,173,0,3133,536250,2019-04-06 12:10:38.461502
yF_EbNjQq3E,90,200,13,0,1475,106073,2019-04-06 12:10:40.006993
oBVr0nUC5AA,74,304,27,0,824,34411,2019-04-06 12:10:41.464492
2omJBSQcm5g,0,0,0,0,0,0,2019-04-06 12:10:42.869513
lQ9EpoaNQRc,114,152,24,0,1996,263445,2019-04-06 12:10:44.045840
jmqRuQGdhLs,117,71,55,0,586,92625,2019-04-06 12:10:45.217445
_feQprPLL98,187,678,118,0,20278,677412,2019-04-06 12:10:46.405669
rtJ7JTApIfM,331,1959,1271,0,4537,182650,2019-04-06 12:10:47.764601
fRFCXQ3HgdY,638,553,151,0,1770,340611,2019-04-06 12:10:48.874905
ds3tvjwdmGM,126,102,105,0,1070,82909,2019-04-06 12:10:50.066101
npCluN5VHF0,539,421,46,0,3742,67199,2019-04-06 12:10:51.332689
mUcUy7SqdS0,2298,766,106,0,7371,210198,2019-04-06 12:10:53.022367
VTVLcK2zybM,164,21291,2278,0,171194,8720601,2019-04-06 12:10:54.289892
iLN0_ghe-Tc,5301,82,36,0,823,208419,2019-04-06 12:10:55.523988
BGk6_KEFtLE,110,1,2,0,57,11277,2019-04-06 12:10:56.882221
7QLZXfVJmEY,566,1698,1230,0,26678,1598444,2019-04-06 12:10:58.147237
1Apnffv9Yko,0,0,0,0,0,0,2019-04-06 12:10:59.524277
h2DY-VCtb54,69,17,5,0,65,9039,2019-04-06 12:11:01.232996
MhneJpcGVD8,80,62,13,0,513,45829,2019-04-06 12:11:02.388750
oWithLP0VlQ,0,0,0,0,0,0,2019-04-06 12:11:03.598675
6ZfuNTqbHE8,145,477202,84658,0,3487341,222878957,2019-04-06 12:11:04.743373
nx1R-eHSkfM,63,0,0,0,0,4222336,2019-04-06 12:11:05.936446
evhLzq7Gsak,211,7468,5180,0,12789,2592630,2019-04-06 12:11:07.187836
My4RA5I0FKs,603,36911,16168,0,586857,36544889,2019-04-06 12:11:08.385882
WeyLEe1T0yo,240,6416,4318,0,72462,3990781,2019-04-06 12:11:09.612769
KXHrCBkIxQQ,132,1734,2043,0,15708,5889110,2019-04-06 12:11:10.871718
7AXo-bYGXI4,216,9711,8775,0,357386,37548342,2019-04-06 12:11:12.004872
REt-3P5h4Lo,237,3402,4028,0,107283,4355526,2019-04-06 12:11:13.177989
v1OhsiZjpww,89,15,1155,0,3429,1282170,2019-04-06 12:11:14.378503
0EQuVfP-vXs,0,0,0,0,0,0,2019-04-06 12:11:15.840162
XJBvP-NZJ9U,0,0,0,0,0,0,2019-04-06 12:11:16.994637
0nybdPCuvRI,59,1298,326,0,3746,915132,2019-04-06 12:11:18.585120
BIPpvsf98wI,0,0,0,0,0,0,2019-04-06 12:11:19.908381
ZfHiw_LFNGw,139,3675,8954,0,28146,7448737,2019-04-06 12:11:21.088825
ggpoZyF2lU0,77,839,738,0,37111,1801390,2019-04-06 12:11:22.468267
qEklBC2BQig,1905,350,40,0,4291,164674,2019-04-06 12:11:23.845971
F0rXPrnC_Ps,376,3015,951,0,128347,4809857,2019-04-06 12:11:25.354896
xegUPsJaUKc,304,434,120,0,8071,130342,2019-04-06 12:11:26.769476
LYX7CnSiBSM,205,1487,381,0,27910,1111584,2019-04-06 12:11:28.001550
y7QjFRtt-sg,306,1379,232,0,54373,935695,2019-04-06 12:11:29.311691
1vc1cKeor5A,524,1014,94,0,5211,145274,2019-04-06 12:11:30.635598
JDK3l9TmwAo,168,514,1701,0,2772,359478,2019-04-06 12:11:31.875118
W8_T7MMywcs,1445,251,66,0,2451,116628,2019-04-06 12:11:33.134622
CXK3OiDgymo,421,1011,404,0,36367,1321934,2019-04-06 12:11:34.568280
IbVR4kzVQrk,100,190,140,0,1033,176084,2019-04-06 12:11:35.891689
EP5ExDvQ3p4,2932,531,114,0,2358,83660,2019-04-06 12:11:37.321225
L34y5NGMQBY,478,115,13,0,632,21221,2019-04-06 12:11:38.716763
fy5hua8oEVQ,0,0,0,0,0,0,2019-04-06 12:11:40.209128
-v-_Z11T5L4,703,561,197,0,10016,369159,2019-04-06 12:11:41.679299
XvHgyZYz2LY,264,361,158,0,6536,358936,2019-04-06 12:11:43.218081
_KEN-cxmGw8,91,5265,3049,0,19292,2467206,2019-04-06 12:11:44.645451
piyds9slayg,391,13,29,0,1269,134298,2019-04-06 12:11:45.987998
o9zRQijCN5w,214,6936,8452,0,394519,35706106,2019-04-06 12:11:47.458573
Em8C6AvD4sk,434,1245,1048,0,9141,958492,2019-04-06 12:11:48.708181
TNRrY8m71u4,789,1987,477,0,13057,1220093,2019-04-06 12:11:49.895403
9QkNE2m4ZDM,287,84,18,0,525,50993,2019-04-06 12:11:51.441925
FA_gIAGNDQ8,131,659,243,0,4179,396107,2019-04-06 12:11:52.695133
d7E3F0Vt2rE,84,193,240,0,930,39484,2019-04-06 12:11:53.913607
PcYo_bdCvTk,306,158,23,0,591,65500,2019-04-06 12:11:55.381990
lD0etN63KCg,256,51,35,0,821,36296,2019-04-06 12:11:56.772341
KWn4JmiM2pM,81,113,18,0,115,9016,2019-04-06 12:11:57.928262
J0VUaYYK-zk,98,50,90,0,918,53856,2019-04-06 12:11:59.588507
aLSG3178eD4,45,0,0,0,0,2922,2019-04-06 12:12:00.757560
hQlXLdZtX6s,206,86,155,0,1802,56857,2019-04-06 12:12:01.931034
Upems4CB_ps,31,239,53,0,754,137112,2019-04-06 12:12:03.177597
0devsSCkYRY,0,0,0,0,0,0,2019-04-06 12:12:04.341577
6OSySP61QuA,202,801,517,0,2271,289322,2019-04-06 12:12:05.752459
PtR_Wzf94C4,0,0,0,0,0,0,2019-04-06 12:12:07.201252
Stbz2qg3ACc,31,318,112,0,1036,82491,2019-04-06 12:12:08.550424
XbuQAbG2AZ0,2110,4566,1851,0,49676,2765613,2019-04-06 12:12:10.003519
8z_cg5CypRc,604,12681,2707,0,213789,13058780,2019-04-06 12:12:11.474738
TsT5GLWgSkU,63,5326,3235,0,91460,1244681,2019-04-06 12:12:12.586428
LU6xDgpnIyM,1105,98244,4928,0,649572,8460710,2019-04-06 12:12:13.941865
k_aT3jAK_QU,426,475,450,0,4790,645187,2019-04-06 12:12:15.064879
aT1gOazMMm8,292,6396,1771,0,78593,6367050,2019-04-06 12:12:16.389364
tuONqBMf3XA,1483,6182,2175,0,41284,1976613,2019-04-06 12:12:17.649411
SFr0fCgrTNQ,1229,17373,4232,0,194654,6495780,2019-04-06 12:12:18.789212
-9OfAHgdV8Y,0,0,0,0,0,0,2019-04-06 12:12:20.320874
fLwKs5yslSU,147,10437,2414,0,253067,4968526,2019-04-06 12:12:21.517092
pCfmsVFCPmY,218,1376,531,0,33964,560997,2019-04-06 12:12:22.650324
rdJdJpwmcKU,240,3181,696,0,22737,682167,2019-04-06 12:12:23.980691
sk-DFZh1G1w,700,17873,1227,0,48681,1092249,2019-04-06 12:12:25.542667
nMbUA7dghlk,374,4085,1756,0,70725,2627191,2019-04-06 12:12:27.091056
we2XODhx-CM,385,503,575,0,11035,909625,2019-04-06 12:12:28.450984
Iay3Wu6wybA,253,2431,2908,0,43050,3086817,2019-04-06 12:12:29.966306
h5XzGyjEkkc,102,50228,9327,0,398696,20683754,2019-04-06 12:12:31.314510
Fh3zmz7Ravw,0,0,0,0,0,0,2019-04-06 12:12:32.657868
sTvY9Llqtms,307,6469,2660,0,109726,4719952,2019-04-06 12:12:34.084184
izwomieBwG0,620,5509,1372,0,43561,1867921,2019-04-06 12:12:35.433934
ZBXZojt6dpM,224,608,334,0,13147,368898,2019-04-06 12:12:36.903598
Lwfhn_MiTTg,565,2861,342,0,45632,741225,2019-04-06 12:12:38.468032
pWZnhJay0Y8,452,1350,706,0,2831,178417,2019-04-06 12:12:39.995754
0vhxoVwqZkk,553,2825,449,0,87903,1762271,2019-04-06 12:12:41.714722
kehML-RAkd4,663,9856,1097,0,122899,3193287,2019-04-06 12:12:43.303844
0xCggNCs2kU,244,865,410,0,20431,628646,2019-04-06 12:12:44.494719
BLts9UN_K3g,231,530,124,0,5644,162657,2019-04-06 12:12:45.747558
CV0J3Bq3BIc,67,998,160,0,10380,912764,2019-04-06 12:12:47.023542
2BIx2x-Q2fE,560,1534,186,0,21954,515133,2019-04-06 12:12:48.230156
aTvw9_dxBlk,357,141,18,0,168,34069,2019-04-06 12:12:49.773831
0MyCrMrkMFo,919,1380,1179,0,29914,1001330,2019-04-06 12:12:51.289416
UAdJvXMIlXc,75,623,354,0,8143,1501791,2019-04-06 12:12:52.770715
Q9B45wXYpzc,68,30,1,0,48,6268,2019-04-06 12:12:53.894123
4qakFfGRV4E,0,0,0,0,0,0,2019-04-06 12:12:55.320624
4SvJgnhnUag,47,85,3,0,564,24631,2019-04-06 12:12:56.725692
TPcV_3D3V2A,160,601,1422,0,8755,5429775,2019-04-06 12:12:57.866948
Zx7p_tmWlq0,1169,0,36,0,72,15088,2019-04-06 12:12:59.368565
2nJ3U5dzvPs,252,352,188,0,3939,270608,2019-04-06 12:13:01.016679
ri1m5j_yq8A,53,345,85,0,3198,449273,2019-04-06 12:13:02.385220
sQi0Yu1ApyE,160,1364,1106,0,26218,4225472,2019-04-06 12:13:03.654573
6d6SmcYcP_U,192,687,230,0,4188,541928,2019-04-06 12:13:05.138722
Ah7ldw_WmtE,33,1521,653,0,37816,904069,2019-04-06 12:13:06.297283
dQLlS4l1UJk,203,1753,2127,0,77505,6224501,2019-04-06 12:13:07.467691
lRdsL1z7Ml4,124,1958,683,0,52113,3669947,2019-04-06 12:13:08.788282
B450jhJ5vHg,84,19,24,0,266,37422,2019-04-06 12:13:10.381344
rRhzbPW3gzw,25,3,1,0,18,4440,2019-04-06 12:13:11.850063
Wfoy_OvNDvw,91,17,406,0,6417,500891,2019-04-06 12:13:13.024589
dcZY7uG-mn4,77,49,14,0,948,42177,2019-04-06 12:13:14.228266
lDyHwwSMRmM,33,8,2,0,74,356475,2019-04-06 12:13:15.618705
WG8JK-cPu-g,108,23,12,0,161,22944,2019-04-06 12:13:17.054871
SM1w9PEQOE8,408,92187,64089,0,2060546,135737724,2019-04-06 12:13:18.695101
SA7AIQw-7Ms,287,70048,82309,0,2790125,322899264,2019-04-06 12:13:19.975737
zJUtRGrvkqM,0,0,0,0,0,0,2019-04-06 12:13:21.460091
4WnizmrnJlk,0,0,0,0,0,0,2019-04-06 12:13:22.603073
gob0unzEdRw,373,5489,8968,0,31030,3772784,2019-04-06 12:13:23.742228
8kFnLQySIzU,353,2150,1743,0,22848,1694241,2019-04-06 12:13:25.321295
EKkzbbLYPuI,187,13609,7487,0,500052,26725982,2019-04-06 12:13:26.727134
bMrRN99DYKU,142,10869,5342,0,193533,8756825,2019-04-06 12:13:27.991256
817P8W8-mGE,260,72447,77171,0,1812657,200727965,2019-04-06 12:13:29.354059
0qpE8IHz3go,799,3358,1211,0,55365,2302158,2019-04-06 12:13:30.920167
2HboMs0vbsE,367,15643,6948,0,339711,9345621,2019-04-06 12:13:32.091749
Em9EI37Yy9g,573,2952,839,0,11842,1697290,2019-04-06 12:13:33.538883
e5N_Tq1EtRQ,53,1102,174,0,9855,1104291,2019-04-06 12:13:35.022512
tfaGleA4qYo,138,4407,2428,0,18277,2907031,2019-04-06 12:13:36.408394
OZqsFkJpvj0,335,1665,1270,0,77722,5337760,2019-04-06 12:13:37.646281
0KFC9dZ7bxU,216,4539,7863,0,32970,2454895,2019-04-06 12:13:39.210613
jLM2ibaRbrk,298,49454,7089,0,721440,18678213,2019-04-06 12:13:40.662562
wSwewlSkIXU,276,6621,6806,0,132759,19739274,2019-04-06 12:13:41.804675
44W9qstI8H8,253,2349,1131,0,45308,1458921,2019-04-06 12:13:43.337831
sYorT6jRNDc,273,851,873,0,1075,352645,2019-04-06 12:13:44.769460
fEskVQgtwaI,150,4338,2017,0,51419,8356047,2019-04-06 12:13:46.196316
