channel_title,channel_id,publishedAt,subscriberCount,videoCount,viewCount,timestamp
Butch Hartman,,,0,0,0,2019-04-07 14:42:10.659264
It's Okay To Be Smart,,,0,0,0,2019-04-07 14:42:11.699025
Major Lazer,,,0,0,0,2019-04-07 14:42:12.801910
Dua Lipa,,,0,0,0,2019-04-07 14:42:13.846412
Philadelphia 76ers,,,0,0,0,2019-04-07 14:42:14.893272
Jessii Vee,,,0,0,0,2019-04-07 14:42:15.936740
The Orchard Movies,,,0,0,0,2019-04-07 14:42:16.976443
Shmee150,UCIRgR4iANHI2taJdz8hjwLw,2006-07-07T01:16:05.000Z,1691183,3621,593317686,2019-04-07 14:42:18.053060
TODAY,,,0,0,0,2019-04-07 14:42:19.104577
Eric Strebel,,,0,0,0,2019-04-07 14:42:20.150454
Auralnauts,UCp1xCZ4ODNM2OJuKoBrghDA,2012-09-30T18:16:26.000Z,245181,122,60558277,2019-04-07 14:42:21.219032
60 Minutes,,,0,0,0,2019-04-07 14:42:22.273650
ChrisStapletonVEVO,UC_uPAFZghRvM1W89Rt-opZw,2011-11-21T19:50:21.000Z,585283,42,623996751,2019-04-07 14:42:23.352222
vlogbrothers,UCGaVdbSav8xWuFWTadK6loA,2007-01-02T01:04:26.000Z,3169224,1701,776253222,2019-04-07 14:42:24.444607
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,2006-03-18T15:43:10.000Z,18340562,3666,13703838812,2019-04-07 14:42:25.515406
Green Day,,,0,0,0,2019-04-07 14:42:26.551798
HaileeSteinfeldVEVO,UC7ttiY8KM99aLI79yHT6cAw,2015-04-06T18:05:43.000Z,2715940,41,1126443178,2019-04-07 14:42:27.634469
AsapSCIENCE,UCC552Sd-3nyi_tk2BudLUzA,2012-05-28T17:33:43.000Z,8547227,313,1216051650,2019-04-07 14:42:28.697294
K Yuen,,,0,0,0,2019-04-07 14:42:29.734491
Half as Interesting,,,0,0,0,2019-04-07 14:42:30.775016
RealLifeLore,,,0,0,0,2019-04-07 14:42:31.841701
Ultra Music,,,0,0,0,2019-04-07 14:42:32.880104
Shade 45,,,0,0,0,2019-04-07 14:42:33.922109
The Real Daytime,,,0,0,0,2019-04-07 14:42:34.964062
Matthias Wandel,,,0,0,0,2019-04-07 14:42:36.005485
Lauren Elizabeth,,,0,0,0,2019-04-07 14:42:37.045864
TimandFaithVEVO,,,0,0,0,2019-04-07 14:42:38.095700
Funny Or Die,,,0,0,0,2019-04-07 14:42:39.138528
Mayim Bialik,,,0,0,0,2019-04-07 14:42:40.184003
Lauv,UCpRkWgsen93nomCnx4ecJBw,2006-05-28T12:06:32.000Z,233,23,342173,2019-04-07 14:42:41.298363
Ranz Kyle,,,0,0,0,2019-04-07 14:42:42.335352
NBC News,,,0,0,0,2019-04-07 14:42:43.376181
Matt Steffanina,,,0,0,0,2019-04-07 14:42:44.419606
MisterWivesVEVO,UCwQIPsdr-FATQqJkXgQGNKw,2013-07-23T22:07:19.000Z,111676,34,35315084,2019-04-07 14:42:45.515194
YBF Chic,,,0,0,0,2019-04-07 14:42:46.557829
littleBits Electronics,,,0,0,0,2019-04-07 14:42:47.595787
Audience Network,,,0,0,0,2019-04-07 14:42:48.633374
Hot Dad,,,0,0,0,2019-04-07 14:42:49.677797
Disney•Pixar,,,0,0,0,2019-04-07 14:42:50.722311
SelenaGomezVEVO,UCjK8ORC71kwyj1DWFwril_A,2009-11-24T23:11:30.000Z,15455352,127,7063683740,2019-04-07 14:42:51.799984
Rosanna Pansino,,,0,0,0,2019-04-07 14:42:52.853559
Thomas Sanders,,,0,0,0,2019-04-07 14:42:53.890017
CrashRacing,,,0,0,0,2019-04-07 14:42:54.944457
Tasty,,,0,0,0,2019-04-07 14:42:56.003847
Nile Wilson,,,0,0,0,2019-04-07 14:42:57.048348
AnthonyPadilla,UCPJHQ5_DLtxZ1gzBvZE99_g,2006-11-28T08:56:20.000Z,3033592,142,117716533,2019-04-07 14:42:58.123030
Rclbeauty101,UCB0d0JLn1WcGYcwwZ87d2LA,2010-12-14T20:57:21.000Z,14059796,411,3292319520,2019-04-07 14:42:59.189583
Maddie Ziegler,,,0,0,0,2019-04-07 14:43:00.235336
Good Morning Britain,,,0,0,0,2019-04-07 14:43:01.284869
ToveLoVEVO,UC0sVahwZgKFHjOBaxvm-a7Q,2013-09-09T19:15:38.000Z,2324206,81,1430375311,2019-04-07 14:43:02.364276
ImagineDragonsVEVO,UCpx_k19S2vUutWUUM9qmXEg,2012-01-23T18:04:00.000Z,10523846,104,6735975089,2019-04-07 14:43:03.429706
ChloexHalleVEVO,UCFhhbIItPkfh4pckWIeOraA,2016-04-18T17:41:49.000Z,42294,20,11039079,2019-04-07 14:43:04.531211
NARLtv,,,0,0,0,2019-04-07 14:43:05.593848
Video Library,,,0,0,0,2019-04-07 14:43:06.636559
Single Shot,,,0,0,0,2019-04-07 14:43:07.685051
FlyFastandLow,,,0,0,0,2019-04-07 14:43:08.740872
Tegan and Sara,,,0,0,0,2019-04-07 14:43:09.782701
daronjay,UCqhytmYMdM1Gz3Ujdg28T0g,2006-11-28T11:25:48.000Z,11,6,13205,2019-04-07 14:43:10.907167
Taras Malyar,,,0,0,0,2019-04-07 14:43:12.000614
astroboy1960,UCJjueDXO59FAGb-o9xbC3ng,2006-10-22T15:00:36.000Z,320,12,1835107,2019-04-07 14:43:13.129148
Quad9 DNS,,,0,0,0,2019-04-07 14:43:14.172599
GinWigmoreVEVO,UCFUopht2bewGG8ph8ULCUUg,2009-05-12T05:28:02.000Z,50026,33,22066511,2019-04-07 14:43:15.265105
