video_id,channel_id,publishedAt,subscriberCount,videoCount,viewCount,timestamp
SEikcs2SbJA,UCupvZG-5ko_eiXAupbDfxWw,2005-10-02T16:06:36.000Z,6491360,144912,4505946525,2019-04-08 11:13:29.660840
uAmsViupOa4,UCaXkIU1QidjPwiAYu6GcHjg,2011-12-01T19:16:09.000Z,1609972,19755,1554889818,2019-04-08 11:13:30.911279
7cmzAjwmc5k,UCKY5PiEq8Tl9r7f3qittXng,2011-06-29T22:07:22.000Z,252561,5403,226123329,2019-04-08 11:13:32.176296
tfNzMKvoVOU,UCLXo7UDZvByw2ixzpQCufnA,2014-03-04T20:30:22.000Z,5773864,987,1313175575,2019-04-08 11:13:33.371489
e3UqLAtdZ04,UCIsbLox_y9dCIMLd8tdC6qg,2006-08-09T22:09:20.000Z,1493224,1989,652918971,2019-04-08 11:13:34.592133
1A_aWbz6D5A,UCdtXPiqI2cLorKaPrfpKc4g,2006-08-30T14:02:11.000Z,1802715,25278,1663387284,2019-04-08 11:13:35.802554
i1AHCaokqhg,,,0,0,0,2019-04-08 11:13:36.968511
kVWj8lgQvsE,UCjzEF5kUZypUftfHD1MKuCg,2014-09-22T01:42:11.000Z,2802730,511,552513937,2019-04-08 11:13:38.256547
melV2fR6-T0,UCGUkuAaBDkYPdUhIetzLQxQ,2009-07-12T06:53:06.000Z,2972947,2254,847885856,2019-04-08 11:13:39.504855
9NkHIv25IH4,UCpJmBQ8iNHXeQ7jQWDyGe3A,2013-04-01T01:30:26.000Z,2667194,323,362165634,2019-04-08 11:13:40.682679
1JXq9779zwU,UCsooa4yRKGN_zEE8iknghZA,2011-03-01T20:33:10.000Z,8911214,1573,1317669586,2019-04-08 11:13:41.907229
KBlmLfHSKFs,,,0,0,0,2019-04-08 11:13:43.192281
EMTo2UqcnGg,,,0,0,0,2019-04-08 11:13:44.395522
Ii_Gz1WbBGA,UCBa659QWEk1AI4Tg--mrJ2A,2006-05-17T19:52:09.000Z,1602905,504,314957284,2019-04-08 11:13:45.663175
7xN52zQzYy8,UCPAt6z5uX_c5Eo_cSNROzYw,2006-07-01T05:58:52.000Z,201735,7408,96838494,2019-04-08 11:13:46.895753
zPm4rR1cmzU,UCwCI06WrrkGr1VyhkQMFBlw,2012-03-28T22:08:59.000Z,1674561,160,143716728,2019-04-08 11:13:48.237731
KIEVOMxKWxc,UCHTnEwQKNwm49CQeCVZogMw,2013-01-15T01:57:26.000Z,565667,214,64491210,2019-04-08 11:13:49.465610
kZLBVi_0ENU,UC_uPAFZghRvM1W89Rt-opZw,2011-11-21T19:50:21.000Z,585232,42,624724285,2019-04-08 11:13:50.824463
li6f_0x0IGE,UC1-szPBG7Oh4icM1FcQakQg,2009-09-30T00:07:34.000Z,1443400,900,197733230,2019-04-08 11:13:52.033182
HkOLf9BMRZ4,UCddiUEpeqJcYeBxX1IVBKvQ,2006-08-08T06:46:40.000Z,2485805,3716,660125230,2019-04-08 11:13:53.398006
nb42DxagyOE,UCvN_6JyQndwBRsxiMkbP95A,2013-10-28T15:25:04.000Z,854,254,1156473,2019-04-08 11:13:54.675873
2Cy2S6jbviQ,,,0,0,0,2019-04-08 11:13:55.833388
l7YnFiAAlxw,UC-SJ6nODDmufqBzPBwCvYvQ,2013-05-23T10:59:52.000Z,796789,22655,590990378,2019-04-08 11:13:57.991348
8qW6fjiMhgo,UC6kvjMxJkARZuuvKg5E7tGg,2008-06-14T05:21:59.000Z,49830,908,12454924,2019-04-08 11:13:59.226530
Zb0wnYnrMHg,,,0,0,0,2019-04-08 11:14:00.413646
4Ek6UCI0YQs,,,0,0,0,2019-04-08 11:14:06.737540
RkU4WWEUj-Y,UCLx053rWZxCiYWsBETgdKrQ,2006-03-09T16:31:14.000Z,1109361,1004,287553358,2019-04-08 11:14:11.122628
TTio2AvTMKk,UCx_TVY0lwLB9i2amEKoUE6w,2006-09-02T14:35:03.000Z,6297,315,7086487,2019-04-08 11:14:12.371286
6ZwXRnueOMg,,,0,0,0,2019-04-08 11:14:13.562018
sNgByUWwFKU,UCtI0Hodo5o5dUb67FeUjDeA,2008-07-30T21:48:45.000Z,2215930,237,220544264,2019-04-08 11:14:14.739619
jQR_Bp66u9w,,,0,0,0,2019-04-08 11:14:15.944641
8_rTIAOohas,UCvC4D8onUfXzvjTOM-dBfEA,2005-06-16T12:09:27.000Z,11860181,5704,2655728594,2019-04-08 11:14:17.157200
_r0cf42EUBw,,,0,0,0,2019-04-08 11:14:18.305109
6Nr_xHolP1Q,UCY30JRSgfhYXA6i6xX1erWg,2005-11-19T10:25:07.000Z,24234960,1042,8314037337,2019-04-08 11:14:19.517492
V6wWKNij_1M,UCuPivVjnfNo4mb3Oog_frZg,2012-08-24T14:40:11.000Z,289480,481,421915458,2019-04-08 11:14:20.708285
tPtMP_NAMz0,UC8-Th83bH_thdKZDJCrn88g,2006-01-08T09:41:20.000Z,20555194,5122,11004337025,2019-04-08 11:14:21.929617
J_CFBjAyPWE,UCEf_Bc-KVd7onSeifS3py9g,2006-03-18T15:43:10.000Z,18348763,3671,13710905309,2019-04-08 11:14:23.124295
upt1wHntDws,UCOpcACMWblDls9Z6GERVi1A,2008-10-03T18:18:11.000Z,6598293,952,2216179995,2019-04-08 11:14:24.329594
yXLo4iOb3GU,UCudeRz9YntRrmKBSqnHyKGQ,2010-04-24T19:06:08.000Z,5439553,343,426755591,2019-04-08 11:14:25.530041
UCKC-QVcVn0,UC2bkHVIDjXS7sgrgjFtzOXQ,2010-01-10T01:50:00.000Z,870631,86,48191984,2019-04-08 11:14:26.763133
V8-JfSXPDp0,,,0,0,0,2019-04-08 11:14:27.954621
l0VNEl2qw2M,UCeTKJSW1NTAkf27nNmjWt5A,2007-12-05T13:02:47.000Z,335781,6414,216230501,2019-04-08 11:14:29.163635
db9Shsd8q8M,UCQjh-JVPNWfY-KsZS3RgRHw,2010-05-30T01:10:27.000Z,4398503,18189,3779856483,2019-04-08 11:14:30.539306
_GcsQuOGPPk,UCsZsDjpf2Ppv_cT2K6_q2cw,2007-06-03T18:46:10.000Z,1844020,1568,387930986,2019-04-08 11:14:31.828359
h8VJft5Xq5g,UCivA7_KLKWo43tFcCkFvydw,2006-07-23T07:35:10.000Z,517754,231,46554210,2019-04-08 11:14:33.082022
7FceZB6qMiA,UCWJ2lWNubArHWmf3FIHbfcQ,2005-11-21T01:20:33.000Z,11103025,30499,5497243646,2019-04-08 11:14:34.318591
kD3XrTz8G8Q,UCxFt75OIIvoN4AaL7lJxtTg,2006-03-16T01:35:04.000Z,774485,2987,229486794,2019-04-08 11:14:35.561878
sdKWEWu4PnE,UCXsTbslujP1NNJfuIg71qCw,2009-10-03T17:35:27.000Z,898781,7480,353689041,2019-04-08 11:14:36.748480
tySwY8qXwbQ,,,0,0,0,2019-04-08 11:14:37.948885
jg4hFf-zmn8,UCINb0wqPz-A0dV9nARjJlOQ,2014-03-21T20:50:16.000Z,3671315,4994,1506250488,2019-04-08 11:14:39.189657
DQDj074iEuM,,,0,0,0,2019-04-08 11:14:40.412174
EY8rq1AyCPY,UCk5QMQtOsPfi9w6JxktCR9w,2011-11-19T02:47:20.000Z,85587,96,14221174,2019-04-08 11:14:41.606557
lRXHd3HNzEo,UCp_5PO66faM4dBFbFFBdPSQ,2013-08-06T14:20:34.000Z,64426,91,4245837,2019-04-08 11:14:42.802369
TynRELscK8s,UC7yg8aQ67T95DULqHm5cGqw,2011-06-18T18:34:39.000Z,164736,98,19190576,2019-04-08 11:14:44.490796
HEuJgDU68wo,UCDR8cvjALazMm2j9hOar8_g,2013-04-22T00:33:36.000Z,1535235,14155,1681840013,2019-04-08 11:14:45.703753
kUZlz6VbMCg,UC6ZFN9Tx6xh-skXCuRHCDpQ,2009-11-30T16:50:12.000Z,1129703,24211,539340620,2019-04-08 11:14:46.933586
Tz5L-rNWZBs,,,0,0,0,2019-04-08 11:14:48.140410
I3ysRfAo49k,UCNK4fSxvZTq1V99bhqMUNZw,2007-07-16T00:28:35.000Z,2122,95,3473034,2019-04-08 11:14:49.383078
6oIWl1jLE20,UCZIt_aqvoRCrWifA1Fe9roQ,2011-11-03T21:45:48.000Z,0,453,15370198,2019-04-08 11:14:50.614906
ATFwMO9CebA,UCb--64Gl51jIEVE-GLDAVTg,2005-11-19T03:35:38.000Z,295961,6959,219343638,2019-04-08 11:14:51.805950
exsOim0Lyl4,UCeY0bbntWzzVIaj2z3QigXg,2006-07-19T20:46:03.000Z,1162727,16824,515035283,2019-04-08 11:14:53.032281
oaU82_uGTQg,UCJ0uqCI0Vqr2Rrt1HseGirg,2006-11-21T05:01:48.000Z,18976191,3342,5748337837,2019-04-08 11:14:54.230365
QWz3auJ78ik,UC5-gWZXAQqSGVfPHkA7NRiQ,2008-10-02T14:25:35.000Z,6365309,70,2158752438,2019-04-08 11:14:55.468933
VW2xRR75lKE,UCpVm7bg6pXKo1Pr6k5kxG9A,2006-05-07T09:30:39.000Z,10866564,9113,2981282370,2019-04-08 11:14:56.820318
0I9vWjc9nao,UCEY0yxj6QxG4RBVRSe5orig,2011-01-07T00:13:00.000Z,1149087,493,140834292,2019-04-08 11:14:58.042318
gYYMnkoFtjM,UCq0OueAsdxH6b8nyAspwViw,2006-06-19T12:06:41.000Z,2162853,763,1523111849,2019-04-08 11:14:59.275752
dgcr3mCsqBE,UCa6vGFO9ty8v5KZJXQxdhaw,2006-09-20T06:18:26.000Z,14040077,3875,7425257148,2019-04-08 11:15:00.504868
g8GJV08_pRU,UCoocMG5lMACNKgpvqKay2lg,2009-06-27T18:40:04.000Z,599476,3589,224393582,2019-04-08 11:15:01.720278
HUZRjGEwqCg,UCBi2mrWuNuyYy4gbM6fU18Q,2006-08-07T23:12:21.000Z,5775914,46285,5115800372,2019-04-08 11:15:02.943711
Hvysy11716g,UC7IcJI8PUf5Z3zKxnZvTBog,2010-05-18T16:46:57.000Z,4402803,701,405440204,2019-04-08 11:15:04.142515
CUnRQYS6xqo,,,0,0,0,2019-04-08 11:15:05.336809
mUSv8b-V5I4,,,0,0,0,2019-04-08 11:15:06.522557
H5tK00zL6EQ,UCGaVdbSav8xWuFWTadK6loA,2007-01-02T01:04:26.000Z,3169332,1701,776310785,2019-04-08 11:15:07.720677
__1SjDrSMik,UCq6aw03lNILzV96UvEAASfQ,2012-02-17T17:04:39.000Z,3208890,417,322959770,2019-04-08 11:15:08.973920
OitUxz6txUI,UCvJJ_dzjViJCoLf5uKUTwoA,2006-06-17T16:34:17.000Z,683091,13738,237896620,2019-04-08 11:15:13.231726
r5JK6eEHwIQ,UCK7IIV6Q2junGSdYK3BmZMg,2006-04-10T16:33:09.000Z,3581055,30140,3182507008,2019-04-08 11:15:14.469653
nk3a7zq84Co,,,0,0,0,2019-04-08 11:15:15.769431
tdfFoSC8_7k,,,0,0,0,2019-04-08 11:15:16.911387
lRxAWujpMmA,UCVTyTA7-g9nopHeHbeuvpRA,2013-05-10T18:01:49.000Z,2815353,2603,1155017735,2019-04-08 11:15:18.117087
zbtyaKAMDdk,UCUK0HBIBWgM2c4vsPhkYY4w,2010-08-15T13:51:49.000Z,12309920,253,1695870552,2019-04-08 11:15:19.332377
YGOesyoKLI4,UCiWLfSweyRNmLpgEHekhoAg,2005-10-31T23:34:22.000Z,4852432,20386,2917374730,2019-04-08 11:15:20.529364
LnA4DGoihak,UCzcRQ3vRNr6fJ1A9rqFn7QA,2006-08-10T04:54:30.000Z,2097678,3391,2067129272,2019-04-08 11:15:21.729119
-0NYY8cqdiQ,UCp0hYYBW6IMayGgR-WeoCvQ,2006-11-21T04:53:43.000Z,31697285,10097,15411665134,2019-04-08 11:15:22.938812
hIFwL6O_6aA,,,0,0,0,2019-04-08 11:15:24.101220
k0BqqEMobcY,UCDVYQ4Zhbm3S2dlz7P1GBDg,2014-12-14T02:07:35.000Z,4739344,15821,2842569759,2019-04-08 11:15:25.314077
SJXXGL_8VcU,UCHYqkMN0UwbyN0krs1pahXQ,2006-03-23T22:34:07.000Z,999889,513,61920749,2019-04-08 11:15:26.583918
Dc-EG4ABsxA,UCXGgrKt94gR6lmN4aN3mYTg,2007-08-05T01:39:45.000Z,3672612,1539,681144211,2019-04-08 11:15:27.757060
GQ6cKZ3Zf9A,UC8EQAfueDGNeqb1ALm0LjHA,2014-08-24T23:37:51.000Z,695971,203,86978418,2019-04-08 11:15:29.068334
h8FkbFoRCzc,UCRzPUBhXUZHclB7B5bURFXw,2006-04-18T20:16:37.000Z,1518216,1442,294324230,2019-04-08 11:15:30.274358
_JVdoEIbKio,UCPJHQ5_DLtxZ1gzBvZE99_g,2006-11-28T08:56:20.000Z,3034657,142,117824916,2019-04-08 11:15:31.509264
Q0BIVH-8pwk,,,0,0,0,2019-04-08 11:15:32.728994
-V1Oo7srGf0,,,0,0,0,2019-04-08 11:15:33.898023
SwEVxk-jWDo,UCcyq283he07B7_KUX07mmtA,2009-10-02T12:14:38.000Z,1480876,4556,568206179,2019-04-08 11:15:35.102557
d4KL7vqhpWA,UCUUUpaMp8DV6KUOfQwoIiLg,2010-03-10T00:37:30.000Z,1245656,3250,810171555,2019-04-08 11:15:36.337087
jCVkaZChKmc,UCMpOz2KEfkSdd5JeIJh_fxw,2009-01-18T01:42:44.000Z,3224340,1375,419618209,2019-04-08 11:15:37.552866
spUNpyF58BY,,,0,0,0,2019-04-08 11:15:38.701521
Qf24J2Twws4,UCyFZMEnm1il5Wv3a6tPscbA,2011-10-19T14:35:42.000Z,4997535,1715,997673347,2019-04-08 11:15:39.936628
2aThW4BSdbQ,UCsl2vIAHvfb8r7ocg325GfQ,2011-12-27T05:36:43.000Z,2860723,1430,409368778,2019-04-08 11:15:41.165437
N7YPLAhjW6g,UCMu3JKm91Fb6EYD3i4Zat9A,2011-04-23T04:38:46.000Z,3582,43,341450,2019-04-08 11:15:42.435591
yc0kcGgg3o0,UCp0hYYBW6IMayGgR-WeoCvQ,2006-11-21T04:53:43.000Z,31697293,10097,15411665134,2019-04-08 11:15:43.646407
eMobkagZu64,UCFctpiB_Hnlk3ejWfHqSm6Q,2005-09-16T19:34:05.000Z,2860928,1049,673619798,2019-04-08 11:15:44.827621
EsaHiIdsKpE,,,0,0,0,2019-04-08 11:15:46.182902
-txKpma65ZU,,,0,0,0,2019-04-08 11:15:47.348484
HEVonh8bjC0,UCafnP6JPjVq8AahYaThUelg,2014-10-20T17:37:31.000Z,66637,260,218029110,2019-04-08 11:15:48.581122
BJeCOo_CRyE,UCwppdrjsBPAZg5_cUwQjfMQ,2009-09-09T21:32:32.000Z,14485292,79,5603008319,2019-04-08 11:15:49.771100
WKPIEWcGoVo,UCWXCrItCF6ZgXrdozUS-Idw,2009-09-03T19:43:36.000Z,9375097,513,2536200847,2019-04-08 11:15:50.991432
XVKg8uPSb5s,UC-SJ6nODDmufqBzPBwCvYvQ,2013-05-23T10:59:52.000Z,796791,22655,590990378,2019-04-08 11:15:52.219200
GClwSu4hKpQ,UCyW2DKoc1iH6lmEdDCIJ78w,2005-11-01T15:51:13.000Z,395256,4673,258109083,2019-04-08 11:15:53.448796
WUFpGGe8U_E,UCfnRFkeB7W4L_weD7SJI6wQ,2010-06-14T05:49:29.000Z,662213,36,481288933,2019-04-08 11:15:54.636728
FPHrWxxw9Is,UC8-Th83bH_thdKZDJCrn88g,2006-01-08T09:41:20.000Z,20555202,5122,11004337025,2019-04-08 11:15:55.823426
rX61Rpc7zWg,UCzcRQ3vRNr6fJ1A9rqFn7QA,2006-08-10T04:54:30.000Z,2097678,3391,2067129272,2019-04-08 11:15:57.070289
XxBr02E3C0k,UCVTyTA7-g9nopHeHbeuvpRA,2013-05-10T18:01:49.000Z,2815353,2603,1155017735,2019-04-08 11:15:58.303445
pGgTkFKfLXE,UCa6vGFO9ty8v5KZJXQxdhaw,2006-09-20T06:18:26.000Z,14040086,3875,7425257148,2019-04-08 11:15:59.537884
XYfulkXyDHU,UCJ0uqCI0Vqr2Rrt1HseGirg,2006-11-21T05:01:48.000Z,18976194,3342,5748337837,2019-04-08 11:16:00.871930
VQbYbElYjK4,UCkH1uDkyuO9sVjSqdqBygOg,2013-12-04T18:05:24.000Z,267939,37153,242468138,2019-04-08 11:16:02.089372
6EF4zRMfrlk,,,0,0,0,2019-04-08 11:16:03.307627
sJGgV3p8JzY,UCqswuI3fsM4oQam6liOVJsw,2016-09-23T16:00:47.000Z,1751876,52,252781728,2019-04-08 11:16:04.538333
QatPF3Pqhp4,UC8v4vz_n2rys6Yxpj8LuOBA,2013-01-26T17:17:59.000Z,4064911,910,518390652,2019-04-08 11:16:05.880334
LHUKKrcXfJs,UCDgEglMcFTNpDbGEeQcummw,2013-02-13T18:51:01.000Z,236101,33,115818342,2019-04-08 11:16:07.101975
pj6k-EFxqAI,UCk1OAveiSUJjtQ8w4B_ayrA,2016-12-16T00:39:41.000Z,907799,15,481898483,2019-04-08 11:16:08.425679
aEM1Zelai1k,UCvmijL-eepDVHYSJHDY3d6w,2007-07-19T22:44:22.000Z,1058218,330,271396155,2019-04-08 11:16:09.657492
Nt3shY9FGDI,UCy6D16zE_mMEm1HVD20WFxA,2013-07-15T18:40:18.000Z,547700,3354,357964295,2019-04-08 11:16:10.831547
p0xyhCn0Eow,UCIsbLox_y9dCIMLd8tdC6qg,2006-08-09T22:09:20.000Z,1493229,1989,652918971,2019-04-08 11:16:12.046342
QzT0lJPLbdQ,UC9k-yiEpRHMNVOnOi_aQK8w,2012-10-09T00:36:32.000Z,5864036,16622,6892310215,2019-04-08 11:16:13.276602
uBUnmdd5-iA,UCJkMlOu7faDgqh4PfzbpLdg,2011-09-30T09:27:31.000Z,2492325,243,163246129,2019-04-08 11:16:14.621428
IkV5VpEROW0,UCRXiA3h1no_PFkb1JCP0yMA,2008-06-29T22:48:58.000Z,4722029,2120,1033916300,2019-04-08 11:16:15.804863
6dGqZmvDElA,,,0,0,0,2019-04-08 11:16:17.140868
l992Loe-qVc,UC8C7sbw7tHN2gD6fE9Cj9rw,2013-04-07T17:57:01.000Z,522801,937,76644763,2019-04-08 11:16:18.385840
q3j6708kzEY,,,0,0,0,2019-04-08 11:16:19.548458
ugdgAifIOBA,UCe4LM_eKc9ywRmVuBm5pjQg,2006-12-15T16:36:20.000Z,9419607,1070,8537715425,2019-04-08 11:16:20.751298
DCcA4FyWeXI,UCm4JnxTxtvItQecKUc4zRhQ,2006-04-25T23:03:09.000Z,143444,133,11868920,2019-04-08 11:16:21.959737
Bz947t-vWzE,,,0,0,0,2019-04-08 11:16:23.153789
FZjexxJ7lYM,UCiWLfSweyRNmLpgEHekhoAg,2005-10-31T23:34:22.000Z,4852444,20386,2917374730,2019-04-08 11:16:24.350524
tojsUHxmOrQ,,,0,0,0,2019-04-08 11:16:25.505781
DhEjpq88wGw,UCjzEF5kUZypUftfHD1MKuCg,2014-09-22T01:42:11.000Z,2802728,511,552513937,2019-04-08 11:16:26.733104
WpTjFhA09kQ,,,0,0,0,2019-04-08 11:16:27.907311
8vl82FssW5k,UCWOA1ZGywLbqmigxE4Qlvuw,2012-07-17T20:45:36.000Z,8501038,2774,1719691802,2019-04-08 11:16:29.136684
BxZYIjdgGtg,UCeDa4b5bStWSuAP1BWanxng,2007-12-05T18:34:51.000Z,176375,302,11058464,2019-04-08 11:16:30.341144
zJP-CSFgb_s,UC8p1vwvWtl6T73JiExfWs1g,2006-09-27T13:38:41.000Z,1479719,68545,1036900279,2019-04-08 11:16:31.530714
SJmU2ewFhkg,UCQMbqH7xJu5aTAPQ9y_U7WQ,2009-03-05T21:26:24.000Z,1566699,10566,677896805,2019-04-08 11:16:32.740099
o5kk-Yyz3OY,UCsZsDjpf2Ppv_cT2K6_q2cw,2007-06-03T18:46:10.000Z,1844023,1568,387930986,2019-04-08 11:16:34.022835
8h7cnLWQKtM,UC6kpDTAXXNV5SEP5g1HoPTA,2013-03-25T01:48:52.000Z,456330,230,99493003,2019-04-08 11:16:35.239812
9ZrAjnPHzjQ,UCGVqWvK_xEJmUW3uV9zew9A,2006-11-16T05:38:06.000Z,215,44,407284,2019-04-08 11:16:36.488422
wPE9SdE7X_Q,UCpZ5qUqpW4hW4zdfuBxMSJA,2011-03-17T19:55:40.000Z,1329734,401,182520554,2019-04-08 11:16:44.703705
-NEhvlJA5q8,UCaXkIU1QidjPwiAYu6GcHjg,2011-12-01T19:16:09.000Z,1609973,19755,1554889818,2019-04-08 11:16:45.924104
n6gD02uqx5Q,UCWvMmm_sSdgALpo1Ci4WvtQ,2007-02-04T02:57:04.000Z,545934,8567,452524111,2019-04-08 11:16:47.156541
eKFrZNXB29M,UCEOXxzW2vU0P-0THehuIIeg,2007-09-18T01:46:44.000Z,1502615,86,104835274,2019-04-08 11:16:48.367338
1sJHx2s4Pp4,UCepHDeIsnHlLn5CJB8uOxWg,2012-08-13T21:30:31.000Z,244380,45,44056858,2019-04-08 11:16:49.635165
qXU2qTRjBKU,UCF1mBKeoYWluAUr_r3QDcuw,2012-07-23T23:18:22.000Z,0,118,545148,2019-04-08 11:16:50.851455
ZYKUXMAou3Q,UCeH6qE4V7n5tVwP7NkdrtJg,2007-09-06T19:59:45.000Z,639247,2431,395874681,2019-04-08 11:16:52.046235
mh_hSkw9n_Y,UCv0aU2eKry3kdSTnFa8QAWA,2008-03-24T14:00:30.000Z,141703,636,34732275,2019-04-08 11:16:53.284341
TfiVD2_Quy4,,,0,0,0,2019-04-08 11:16:54.472348
q57eQqq9-IA,UCGIY_O-8vW4rfX98KlMkvRg,2005-12-27T13:18:56.000Z,5419092,3433,1680304946,2019-04-08 11:16:55.699406
U5nrrnAukwI,UCryGec9PdUCLjpJW2mgCuLw,2007-01-17T18:27:34.000Z,482952,879,130302501,2019-04-08 11:16:56.891231
9O5PhuW927w,UCBJycsmduvYEL83R_U4JriQ,2008-03-21T15:25:54.000Z,8271896,1103,1244189693,2019-04-08 11:16:58.120315
QAgZepiIPH8,,,0,0,0,2019-04-08 11:16:59.314102
E7zFj4iUn0U,UCK7IIV6Q2junGSdYK3BmZMg,2006-04-10T16:33:09.000Z,3581058,30140,3182507008,2019-04-08 11:17:00.538303
WwyqQ-o6zHA,UCEIYznqYfWAnrGorglYedgg,2006-09-20T12:41:26.000Z,4204,15,2114745,2019-04-08 11:17:01.765327
1WRUGR-glbQ,,,0,0,0,2019-04-08 11:17:02.942233
w7HJZPlJn_U,UC0Kte42xsXIT80UzG1jotiw,2011-04-07T05:11:02.000Z,126924,274,31488321,2019-04-08 11:17:04.200006
F2VBwm44tB0,,,0,0,0,2019-04-08 11:17:05.392097
kJFL-P-A14U,UCblfuW_4rakIf2h6aqANefA,2006-09-23T03:44:21.000Z,8379975,6073,2132812745,2019-04-08 11:17:06.602376
LTyKOzyqyCM,UCjvwoDIrMmlSOINUPZWM3CA,2009-10-15T19:09:38.000Z,408970,120,398258013,2019-04-08 11:17:07.795363
yq4mgb1PDTI,UCsKYsTEFm_Kb1O4gXjOzeVg,2011-01-30T01:18:05.000Z,130,59,206341,2019-04-08 11:17:09.066834
L2TLzPgqGdI,UCqnbDFdCpuN8CMEg0VuEBqA,2006-10-13T21:57:36.000Z,1832049,9534,740662991,2019-04-08 11:17:10.297999
cX-X_UFUyYE,UCRVruzlQF5cqpw9jQgIgNdw,2008-07-10T11:41:19.000Z,623621,715,379166053,2019-04-08 11:17:11.534557
deJYRvucj2w,UCwtnkRZcvL4bfopzJ-Von8Q,2009-11-17T13:33:40.000Z,4213021,429,806304778,2019-04-08 11:17:12.913595
_UrDtPZHlqc,UCbtgVdtFiUgeKmJb0bAFN3A,2008-08-03T17:40:33.000Z,753,13,434016,2019-04-08 11:17:14.173416
V69XYIRjKww,UCQJWtTnAHhEG5w4uN0udnUQ,2011-08-18T23:18:11.000Z,267049,867,255456231,2019-04-08 11:17:15.525795
IfdihPR__WI,,,0,0,0,2019-04-08 11:17:16.731861
Yzx_tSlifIw,UCr8eZHwuymj8B0xEHiSqN9g,2009-03-03T14:29:25.000Z,17489,104,110317337,2019-04-08 11:17:17.961540
A637CH916wY,UCabaQPYxxKepWUsEVQMT4Kw,2013-09-29T18:09:00.000Z,316718,514,23997360,2019-04-08 11:17:19.172945
pfX353Wc0GA,UCK_iMRZ8vNggF6D1Lgw2V7w,2013-09-29T00:55:46.000Z,11118,1093,4273748,2019-04-08 11:17:29.435982
IGScS6YgzBY,UCwgA9c7WPJwgorRNBbtKeTA,2011-06-07T18:20:26.000Z,185620,6050,52608804,2019-04-08 11:17:30.654362
ASNA5kkMQ20,UCy8YC5oYluMVYARiCRarcjw,2010-12-24T22:56:54.000Z,1228483,350,141896284,2019-04-08 11:17:31.879759
nWC0PkHB8O4,UCBgE0w30EFSNVN9I536Wk_A,2010-08-06T12:13:05.000Z,661,56,78482,2019-04-08 11:17:33.329851
o7Ax6SRTGks,UCpko_-a4wgz2u_DgDgd9fqA,2011-08-10T21:27:29.000Z,18743407,5956,15030189930,2019-04-08 11:17:34.549725
Bhplg8YCu-M,UClmFQfVyDvdtCralM-Oo_mw,2007-09-14T13:12:30.000Z,116406,30538,162797236,2019-04-08 11:17:35.730455
K5xERXE7pxI,UCoYfzC2zMlc9M-Odgaf6OSg,2011-02-09T14:00:06.000Z,7125781,55,2408600919,2019-04-08 11:17:36.969919
ipWfcK1HVdA,UCp0hYYBW6IMayGgR-WeoCvQ,2006-11-21T04:53:43.000Z,31697315,10097,15411665134,2019-04-08 11:17:38.187985
tEnCoocmPQM,UCm3FgJ2Hqm7tb70T-GfwXVA,2014-06-23T18:39:08.000Z,3112437,106,1602172360,2019-04-08 11:17:39.402945
maaWSIlDizs,UCa6vGFO9ty8v5KZJXQxdhaw,2006-09-20T06:18:26.000Z,14040095,3875,7425257148,2019-04-08 11:17:40.604222
mXJ7wX6CVDk,UCUUUpaMp8DV6KUOfQwoIiLg,2010-03-10T00:37:30.000Z,1245659,3250,810171555,2019-04-08 11:17:41.811534
sefscV3GvWM,UCu2Nnh9SBz5ax3NQFEnInyg,2010-11-24T10:11:20.000Z,98253,780,74350398,2019-04-08 11:17:43.085014
h33u2eeVqXo,UCnxxhf9PSA3VJ4Q80pWJoow,2006-01-07T01:40:27.000Z,39242,910,22723548,2019-04-08 11:17:44.305737
LxoGNkLpgZk,UCcdOEjqjiVAnUtEFZIRTlHg,2013-02-25T19:26:44.000Z,5173184,53,2737061717,2019-04-08 11:17:45.537861
v0TiqC_C8wI,UCVTyTA7-g9nopHeHbeuvpRA,2013-05-10T18:01:49.000Z,2815357,2603,1155017735,2019-04-08 11:17:46.738375
LKnQVCCX8vU,UCWOA1ZGywLbqmigxE4Qlvuw,2012-07-17T20:45:36.000Z,8501062,2774,1719691802,2019-04-08 11:17:47.973977
sXe2fzd8als,UCK7IIV6Q2junGSdYK3BmZMg,2006-04-10T16:33:09.000Z,3581058,30140,3182507008,2019-04-08 11:17:49.215671
ug7voYQnUaE,UCBi2mrWuNuyYy4gbM6fU18Q,2006-08-07T23:12:21.000Z,5775923,46285,5115800372,2019-04-08 11:17:50.709739
UjtOGPJ0URM,UCsXVk37bltHxD1rDPwtNM8Q,2013-07-09T20:17:20.000Z,8546233,96,595549959,2019-04-08 11:17:51.920825
5Js4TMKutCo,UCV5ys-3_oGpRGwHdfEDgxww,2009-09-28T21:37:52.000Z,11569,696,8598421,2019-04-08 11:17:53.126785
baj6llvgpWA,UCsXfDf1CDgU3SCt0gxJNXGg,2009-09-02T23:37:36.000Z,6668200,66,3893853138,2019-04-08 11:17:54.341018
SDGHRQyZKes,UC8-Th83bH_thdKZDJCrn88g,2006-01-08T09:41:20.000Z,20555218,5122,11004337025,2019-04-08 11:17:55.560446
cDjYY7nW7cY,UCH6vXjt-BA7QHl0KnfL-7RQ,2007-11-14T17:16:29.000Z,4956954,209,1025079074,2019-04-08 11:17:56.780139
